Mvir[M_sun/h] sigma(M,0) D(z) D(z_f,peak) c_vir
1.154000e+12 2.085997 1.000000 0.578691 10.617004
1.154000e+12 2.085997 1.000000 0.578691 10.617004
1.154000e+12 2.085997 1.000000 0.578691 10.617004
1.152000e+12 2.086529 1.000000 0.578647 10.618703
1.152000e+12 2.086529 1.000000 0.578647 10.618703
1.152000e+12 2.086529 1.000000 0.578647 10.618703
1.149000e+12 2.087329 1.000000 0.578582 10.621258
1.149000e+12 2.087329 1.000000 0.578582 10.621258
1.149000e+12 2.087329 1.000000 0.578582 10.621258
1.147000e+12 2.087863 1.000000 0.578538 10.622963
1.147000e+12 2.087863 1.000000 0.578538 10.622963
1.147000e+12 2.087863 1.000000 0.578538 10.622963
1.145000e+12 2.088399 1.000000 0.578494 10.624674
1.145000e+12 2.088399 1.000000 0.578494 10.624674
1.145000e+12 2.088399 1.000000 0.578494 10.624674
1.145000e+12 2.088399 1.000000 0.578494 10.624674
1.145000e+12 2.088399 1.000000 0.578494 10.624674
1.143000e+12 2.088935 1.000000 0.578450 10.626386
1.143000e+12 2.088935 1.000000 0.578450 10.626386
1.143000e+12 2.088935 1.000000 0.578450 10.626386
1.141000e+12 2.089473 1.000000 0.578406 10.628103
1.139000e+12 2.090011 1.000000 0.578362 10.629820
1.139000e+12 2.090011 1.000000 0.578362 10.629820
1.139000e+12 2.090011 1.000000 0.578362 10.629820
1.139000e+12 2.090011 1.000000 0.578362 10.629820
1.139000e+12 2.090011 1.000000 0.578362 10.629820
1.137000e+12 2.090551 1.000000 0.578318 10.631544
1.137000e+12 2.090551 1.000000 0.578318 10.631544
1.137000e+12 2.090551 1.000000 0.578318 10.631544
1.135000e+12 2.091091 1.000000 0.578273 10.633267
1.135000e+12 2.091091 1.000000 0.578273 10.633267
1.133000e+12 2.091633 1.000000 0.578229 10.634997
1.133000e+12 2.091633 1.000000 0.578229 10.634997
1.133000e+12 2.091633 1.000000 0.578229 10.634997
1.133000e+12 2.091633 1.000000 0.578229 10.634997
1.133000e+12 2.091633 1.000000 0.578229 10.634997
1.131000e+12 2.092175 1.000000 0.578185 10.636726
1.131000e+12 2.092175 1.000000 0.578185 10.636726
1.131000e+12 2.092175 1.000000 0.578185 10.636726
1.131000e+12 2.092175 1.000000 0.578185 10.636726
1.129000e+12 2.092719 1.000000 0.578140 10.638462
1.129000e+12 2.092719 1.000000 0.578140 10.638462
1.129000e+12 2.092719 1.000000 0.578140 10.638462
1.129000e+12 2.092719 1.000000 0.578140 10.638462
1.127000e+12 2.093263 1.000000 0.578096 10.640198
1.127000e+12 2.093263 1.000000 0.578096 10.640198
1.127000e+12 2.093263 1.000000 0.578096 10.640198
1.127000e+12 2.093263 1.000000 0.578096 10.640198
1.125000e+12 2.093809 1.000000 0.578051 10.641939
1.125000e+12 2.093809 1.000000 0.578051 10.641939
1.125000e+12 2.093809 1.000000 0.578051 10.641939
1.123000e+12 2.094355 1.000000 0.578006 10.643681
1.123000e+12 2.094355 1.000000 0.578006 10.643681
1.123000e+12 2.094355 1.000000 0.578006 10.643681
1.121000e+12 2.094903 1.000000 0.577962 10.645429
1.118000e+12 2.095726 1.000000 0.577894 10.648054
1.118000e+12 2.095726 1.000000 0.577894 10.648054
1.118000e+12 2.095726 1.000000 0.577894 10.648054
1.114000e+12 2.096828 1.000000 0.577804 10.651568
1.114000e+12 2.096828 1.000000 0.577804 10.651568
1.114000e+12 2.096828 1.000000 0.577804 10.651568
1.112000e+12 2.097380 1.000000 0.577759 10.653327
1.112000e+12 2.097380 1.000000 0.577759 10.653327
1.112000e+12 2.097380 1.000000 0.577759 10.653327
1.110000e+12 2.097934 1.000000 0.577714 10.655094
1.110000e+12 2.097934 1.000000 0.577714 10.655094
1.108000e+12 2.098488 1.000000 0.577669 10.656860
1.108000e+12 2.098488 1.000000 0.577669 10.656860
1.108000e+12 2.098488 1.000000 0.577669 10.656860
1.106000e+12 2.099044 1.000000 0.577623 10.658632
1.106000e+12 2.099044 1.000000 0.577623 10.658632
1.106000e+12 2.099044 1.000000 0.577623 10.658632
1.106000e+12 2.099044 1.000000 0.577623 10.658632
1.106000e+12 2.099044 1.000000 0.577623 10.658632
1.104000e+12 2.099601 1.000000 0.577578 10.660407
1.104000e+12 2.099601 1.000000 0.577578 10.660407
1.102000e+12 2.100158 1.000000 0.577533 10.662182
1.102000e+12 2.100158 1.000000 0.577533 10.662182
1.102000e+12 2.100158 1.000000 0.577533 10.662182
1.100000e+12 2.100717 1.000000 0.577487 10.663963
1.098000e+12 2.101277 1.000000 0.577441 10.665748
1.098000e+12 2.101277 1.000000 0.577441 10.665748
1.096000e+12 2.101838 1.000000 0.577396 10.667535
1.096000e+12 2.101838 1.000000 0.577396 10.667535
1.096000e+12 2.101838 1.000000 0.577396 10.667535
1.094000e+12 2.102400 1.000000 0.577350 10.669325
1.092000e+12 2.102963 1.000000 0.577304 10.671119
1.092000e+12 2.102963 1.000000 0.577304 10.671119
1.092000e+12 2.102963 1.000000 0.577304 10.671119
1.092000e+12 2.102963 1.000000 0.577304 10.671119
1.092000e+12 2.102963 1.000000 0.577304 10.671119
1.092000e+12 2.102963 1.000000 0.577304 10.671119
1.090000e+12 2.103528 1.000000 0.577258 10.672918
1.090000e+12 2.103528 1.000000 0.577258 10.672918
1.087000e+12 2.104376 1.000000 0.577189 10.675619
1.087000e+12 2.104376 1.000000 0.577189 10.675619
1.087000e+12 2.104376 1.000000 0.577189 10.675619
1.087000e+12 2.104376 1.000000 0.577189 10.675619
1.087000e+12 2.104376 1.000000 0.577189 10.675619
1.087000e+12 2.104376 1.000000 0.577189 10.675619
1.085000e+12 2.104943 1.000000 0.577143 10.677424
1.085000e+12 2.104943 1.000000 0.577143 10.677424
1.085000e+12 2.104943 1.000000 0.577143 10.677424
1.083000e+12 2.105512 1.000000 0.577097 10.679236
1.083000e+12 2.105512 1.000000 0.577097 10.679236
1.083000e+12 2.105512 1.000000 0.577097 10.679236
1.083000e+12 2.105512 1.000000 0.577097 10.679236
1.083000e+12 2.105512 1.000000 0.577097 10.679236
1.083000e+12 2.105512 1.000000 0.577097 10.679236
1.081000e+12 2.106081 1.000000 0.577050 10.681048
1.081000e+12 2.106081 1.000000 0.577050 10.681048
1.081000e+12 2.106081 1.000000 0.577050 10.681048
1.081000e+12 2.106081 1.000000 0.577050 10.681048
1.079000e+12 2.106651 1.000000 0.577004 10.682862
1.079000e+12 2.106651 1.000000 0.577004 10.682862
1.079000e+12 2.106651 1.000000 0.577004 10.682862
1.077000e+12 2.107223 1.000000 0.576957 10.684683
1.075000e+12 2.107795 1.000000 0.576911 10.686504
1.075000e+12 2.107795 1.000000 0.576911 10.686504
1.075000e+12 2.107795 1.000000 0.576911 10.686504
1.075000e+12 2.107795 1.000000 0.576911 10.686504
1.073000e+12 2.108369 1.000000 0.576864 10.688331
1.073000e+12 2.108369 1.000000 0.576864 10.688331
1.073000e+12 2.108369 1.000000 0.576864 10.688331
1.073000e+12 2.108369 1.000000 0.576864 10.688331
1.073000e+12 2.108369 1.000000 0.576864 10.688331
1.073000e+12 2.108369 1.000000 0.576864 10.688331
1.073000e+12 2.108369 1.000000 0.576864 10.688331
1.073000e+12 2.108369 1.000000 0.576864 10.688331
1.071000e+12 2.108944 1.000000 0.576818 10.690160
1.071000e+12 2.108944 1.000000 0.576818 10.690160
1.069000e+12 2.109520 1.000000 0.576771 10.691993
1.069000e+12 2.109520 1.000000 0.576771 10.691993
1.069000e+12 2.109520 1.000000 0.576771 10.691993
1.069000e+12 2.109520 1.000000 0.576771 10.691993
1.069000e+12 2.109520 1.000000 0.576771 10.691993
1.067000e+12 2.110098 1.000000 0.576724 10.693832
1.067000e+12 2.110098 1.000000 0.576724 10.693832
1.067000e+12 2.110098 1.000000 0.576724 10.693832
1.065000e+12 2.110676 1.000000 0.576677 10.695671
1.065000e+12 2.110676 1.000000 0.576677 10.695671
1.065000e+12 2.110676 1.000000 0.576677 10.695671
1.065000e+12 2.110676 1.000000 0.576677 10.695671
1.065000e+12 2.110676 1.000000 0.576677 10.695671
1.063000e+12 2.111256 1.000000 0.576630 10.697516
1.063000e+12 2.111256 1.000000 0.576630 10.697516
1.063000e+12 2.111256 1.000000 0.576630 10.697516
1.061000e+12 2.111836 1.000000 0.576583 10.699361
1.061000e+12 2.111836 1.000000 0.576583 10.699361
1.061000e+12 2.111836 1.000000 0.576583 10.699361
1.061000e+12 2.111836 1.000000 0.576583 10.699361
1.058000e+12 2.112710 1.000000 0.576512 10.702141
1.058000e+12 2.112710 1.000000 0.576512 10.702141
1.058000e+12 2.112710 1.000000 0.576512 10.702141
1.058000e+12 2.112710 1.000000 0.576512 10.702141
1.058000e+12 2.112710 1.000000 0.576512 10.702141
1.056000e+12 2.113293 1.000000 0.576465 10.703995
1.056000e+12 2.113293 1.000000 0.576465 10.703995
1.054000e+12 2.113878 1.000000 0.576417 10.705855
1.054000e+12 2.113878 1.000000 0.576417 10.705855
1.052000e+12 2.114464 1.000000 0.576370 10.707718
1.052000e+12 2.114464 1.000000 0.576370 10.707718
1.052000e+12 2.114464 1.000000 0.576370 10.707718
1.052000e+12 2.114464 1.000000 0.576370 10.707718
1.050000e+12 2.115052 1.000000 0.576322 10.709588
1.050000e+12 2.115052 1.000000 0.576322 10.709588
1.048000e+12 2.115640 1.000000 0.576274 10.711457
1.048000e+12 2.115640 1.000000 0.576274 10.711457
1.046000e+12 2.116230 1.000000 0.576227 10.713332
1.046000e+12 2.116230 1.000000 0.576227 10.713332
1.046000e+12 2.116230 1.000000 0.576227 10.713332
1.044000e+12 2.116820 1.000000 0.576179 10.715207
1.044000e+12 2.116820 1.000000 0.576179 10.715207
1.044000e+12 2.116820 1.000000 0.576179 10.715207
1.042000e+12 2.117412 1.000000 0.576131 10.717089
1.042000e+12 2.117412 1.000000 0.576131 10.717089
1.042000e+12 2.117412 1.000000 0.576131 10.717089
1.042000e+12 2.117412 1.000000 0.576131 10.717089
1.042000e+12 2.117412 1.000000 0.576131 10.717089
1.042000e+12 2.117412 1.000000 0.576131 10.717089
1.042000e+12 2.117412 1.000000 0.576131 10.717089
1.040000e+12 2.118006 1.000000 0.576083 10.718976
1.040000e+12 2.118006 1.000000 0.576083 10.718976
1.040000e+12 2.118006 1.000000 0.576083 10.718976
1.040000e+12 2.118006 1.000000 0.576083 10.718976
1.040000e+12 2.118006 1.000000 0.576083 10.718976
1.040000e+12 2.118006 1.000000 0.576083 10.718976
1.038000e+12 2.118600 1.000000 0.576035 10.720864
1.038000e+12 2.118600 1.000000 0.576035 10.720864
1.038000e+12 2.118600 1.000000 0.576035 10.720864
1.038000e+12 2.118600 1.000000 0.576035 10.720864
1.036000e+12 2.119196 1.000000 0.575987 10.722757
1.036000e+12 2.119196 1.000000 0.575987 10.722757
1.036000e+12 2.119196 1.000000 0.575987 10.722757
1.036000e+12 2.119196 1.000000 0.575987 10.722757
1.036000e+12 2.119196 1.000000 0.575987 10.722757
1.036000e+12 2.119196 1.000000 0.575987 10.722757
1.609000e+14 0.846935 1.000000 0.726197 6.217780
1.554000e+14 0.853599 1.000000 0.724971 6.244120
1.533000e+14 0.856215 1.000000 0.724492 6.254451
1.381000e+14 0.876443 1.000000 0.720832 6.334161
1.130000e+14 0.916076 1.000000 0.713876 6.489461
1.037000e+14 0.933357 1.000000 0.710928 6.556815
1.010000e+14 0.938703 1.000000 0.710026 6.577607
9.930000e+13 0.942151 1.000000 0.709447 6.591007
9.665000e+13 0.947662 1.000000 0.708524 6.612406
9.523000e+13 0.950685 1.000000 0.708021 6.624135
9.443000e+13 0.952411 1.000000 0.707734 6.630828
9.307000e+13 0.955382 1.000000 0.707241 6.642345
9.132000e+13 0.959279 1.000000 0.706596 6.657442
8.943000e+13 0.963582 1.000000 0.705888 6.674099
8.513000e+13 0.973764 1.000000 0.704222 6.713462
8.305000e+13 0.978899 1.000000 0.703387 6.733285
8.185000e+13 0.981927 1.000000 0.702897 6.744965
7.977000e+13 0.987296 1.000000 0.702032 6.765660
7.843000e+13 0.990838 1.000000 0.701463 6.779301
7.784000e+13 0.992420 1.000000 0.701209 6.785391
7.658000e+13 0.995842 1.000000 0.700662 6.798558
7.508000e+13 0.999999 1.000000 0.700000 6.814541
7.374000e+13 1.003793 1.000000 0.699398 6.829119
7.348000e+13 1.004538 1.000000 0.699280 6.831980
7.100000e+13 1.011795 1.000000 0.698134 6.859831
6.880000e+13 1.018474 1.000000 0.697087 6.885430
6.836000e+13 1.019839 1.000000 0.696873 6.890658
6.749000e+13 1.022566 1.000000 0.696448 6.901099
6.740000e+13 1.022850 1.000000 0.696404 6.902186
6.636000e+13 1.026167 1.000000 0.695888 6.914878
6.608000e+13 1.027070 1.000000 0.695747 6.918331
6.581000e+13 1.027945 1.000000 0.695612 6.921678
6.533000e+13 1.029510 1.000000 0.695369 6.927661
6.189000e+13 1.041116 1.000000 0.693580 6.971981
6.033000e+13 1.046619 1.000000 0.692739 6.992963
5.718000e+13 1.058232 1.000000 0.690975 7.037171
5.697000e+13 1.059031 1.000000 0.690854 7.040209
5.304000e+13 1.074627 1.000000 0.688515 7.099424
5.108000e+13 1.082893 1.000000 0.687287 7.130740
5.033000e+13 1.086150 1.000000 0.686806 7.143067
4.964000e+13 1.089195 1.000000 0.686357 7.154585
4.868000e+13 1.093510 1.000000 0.685723 7.170895
4.742000e+13 1.099319 1.000000 0.684873 7.192833
4.680000e+13 1.102241 1.000000 0.684447 7.203859
4.676000e+13 1.102431 1.000000 0.684419 7.204576
4.637000e+13 1.104293 1.000000 0.684148 7.211598
4.376000e+13 1.117218 1.000000 0.682278 7.260283
4.356000e+13 1.118244 1.000000 0.682131 7.264143
4.291000e+13 1.121614 1.000000 0.681647 7.276816
4.186000e+13 1.127178 1.000000 0.680851 7.297722
4.164000e+13 1.128364 1.000000 0.680681 7.302176
4.149000e+13 1.129176 1.000000 0.680566 7.305224
4.021000e+13 1.136244 1.000000 0.679561 7.331742
4.012000e+13 1.136750 1.000000 0.679489 7.333639
3.926000e+13 1.141652 1.000000 0.678796 7.352009
3.911000e+13 1.142520 1.000000 0.678674 7.355260
3.715000e+13 1.154202 1.000000 0.677034 7.398966
3.708000e+13 1.154632 1.000000 0.676974 7.400573
3.695000e+13 1.155433 1.000000 0.676862 7.403566
3.667000e+13 1.157168 1.000000 0.676620 7.410048
3.527000e+13 1.166068 1.000000 0.675383 7.443267
3.521000e+13 1.166459 1.000000 0.675329 7.444725
3.521000e+13 1.166459 1.000000 0.675329 7.444725
3.412000e+13 1.173677 1.000000 0.674333 7.471625
3.234000e+13 1.186033 1.000000 0.672640 7.517592
3.101000e+13 1.195766 1.000000 0.671317 7.553730
3.082000e+13 1.197194 1.000000 0.671124 7.559027
3.061000e+13 1.198783 1.000000 0.670909 7.564919
2.983000e+13 1.204795 1.000000 0.670099 7.587198
2.937000e+13 1.208423 1.000000 0.669612 7.600631
2.911000e+13 1.210501 1.000000 0.669334 7.608321
2.906000e+13 1.210903 1.000000 0.669280 7.609809
2.893000e+13 1.211951 1.000000 0.669140 7.613686
2.869000e+13 1.213901 1.000000 0.668879 7.620897
2.834000e+13 1.216778 1.000000 0.668495 7.631533
2.796000e+13 1.219945 1.000000 0.668074 7.643235
2.761000e+13 1.222904 1.000000 0.667681 7.654162
2.750000e+13 1.223843 1.000000 0.667556 7.657628
2.738000e+13 1.224872 1.000000 0.667420 7.661426
2.691000e+13 1.228950 1.000000 0.666880 7.676471
2.670000e+13 1.230797 1.000000 0.666637 7.683282
2.561000e+13 1.240651 1.000000 0.665341 7.719579
2.559000e+13 1.240837 1.000000 0.665317 7.720263
2.557000e+13 1.241022 1.000000 0.665293 7.720944
2.529000e+13 1.243632 1.000000 0.664952 7.730547
2.521000e+13 1.244384 1.000000 0.664853 7.733313
2.444000e+13 1.251757 1.000000 0.663893 7.760412
2.443000e+13 1.251854 1.000000 0.663880 7.760768
2.437000e+13 1.252440 1.000000 0.663804 7.762921
2.435000e+13 1.252635 1.000000 0.663779 7.763637
2.401000e+13 1.255986 1.000000 0.663344 7.775940
2.393000e+13 1.256782 1.000000 0.663241 7.778861
2.389000e+13 1.257181 1.000000 0.663190 7.780325
2.289000e+13 1.267406 1.000000 0.661871 7.817813
2.278000e+13 1.268561 1.000000 0.661723 7.822043
2.268000e+13 1.269616 1.000000 0.661588 7.825906
2.246000e+13 1.271955 1.000000 0.661288 7.834469
2.231000e+13 1.273564 1.000000 0.661082 7.840357
2.212000e+13 1.275620 1.000000 0.660819 7.847879
2.142000e+13 1.283365 1.000000 0.659833 7.876188
2.124000e+13 1.285401 1.000000 0.659574 7.883624
2.096000e+13 1.288607 1.000000 0.659168 7.895327
2.096000e+13 1.288607 1.000000 0.659168 7.895327
2.063000e+13 1.292447 1.000000 0.658683 7.909336
2.056000e+13 1.293270 1.000000 0.658579 7.912337
2.053000e+13 1.293624 1.000000 0.658534 7.913627
2.035000e+13 1.295758 1.000000 0.658265 7.921407
2.031000e+13 1.296235 1.000000 0.658205 7.923145
2.029000e+13 1.296474 1.000000 0.658175 7.924016
1.998000e+13 1.300211 1.000000 0.657706 7.937631
1.991000e+13 1.301063 1.000000 0.657599 7.940733
1.979000e+13 1.302533 1.000000 0.657414 7.946085
1.978000e+13 1.302656 1.000000 0.657399 7.946533
1.967000e+13 1.304012 1.000000 0.657229 7.951469
1.965000e+13 1.304259 1.000000 0.657198 7.952368
1.959000e+13 1.305004 1.000000 0.657105 7.955079
1.954000e+13 1.305626 1.000000 0.657027 7.957342
1.933000e+13 1.308257 1.000000 0.656698 7.966913
1.910000e+13 1.311176 1.000000 0.656334 7.977526
1.898000e+13 1.312714 1.000000 0.656143 7.983116
1.884000e+13 1.314522 1.000000 0.655918 7.989685
1.883000e+13 1.314652 1.000000 0.655902 7.990157
1.869000e+13 1.316476 1.000000 0.655675 7.996782
1.857000e+13 1.318051 1.000000 0.655480 8.002501
1.851000e+13 1.318843 1.000000 0.655381 8.005376
1.814000e+13 1.323790 1.000000 0.654769 8.023327
1.799000e+13 1.325827 1.000000 0.654518 8.030713
1.794000e+13 1.326510 1.000000 0.654434 8.033190
1.785000e+13 1.327744 1.000000 0.654282 8.037663
1.768000e+13 1.330096 1.000000 0.653992 8.046185
1.742000e+13 1.333740 1.000000 0.653544 8.059383
1.733000e+13 1.335016 1.000000 0.653388 8.064003
1.722000e+13 1.336584 1.000000 0.653196 8.069678
1.720000e+13 1.336871 1.000000 0.653161 8.070716
1.718000e+13 1.337158 1.000000 0.653125 8.071755
1.717000e+13 1.337301 1.000000 0.653108 8.072272
1.717000e+13 1.337301 1.000000 0.653108 8.072272
1.713000e+13 1.337876 1.000000 0.653038 8.074353
1.685000e+13 1.341943 1.000000 0.652541 8.089062
1.673000e+13 1.343709 1.000000 0.652325 8.095446
1.667000e+13 1.344597 1.000000 0.652217 8.098655
1.665000e+13 1.344894 1.000000 0.652181 8.099729
1.664000e+13 1.345042 1.000000 0.652163 8.100264
1.639000e+13 1.348788 1.000000 0.651707 8.113795
1.638000e+13 1.348939 1.000000 0.651689 8.114341
1.633000e+13 1.349697 1.000000 0.651597 8.117078
1.633000e+13 1.349697 1.000000 0.651597 8.117078
1.626000e+13 1.350761 1.000000 0.651468 8.120919
1.618000e+13 1.351983 1.000000 0.651320 8.125330
1.612000e+13 1.352905 1.000000 0.651208 8.128657
1.607000e+13 1.353675 1.000000 0.651115 8.131436
1.603000e+13 1.354294 1.000000 0.651040 8.133669
1.601000e+13 1.354603 1.000000 0.651002 8.134784
1.582000e+13 1.357568 1.000000 0.650644 8.145477
1.572000e+13 1.359144 1.000000 0.650454 8.151159
1.570000e+13 1.359461 1.000000 0.650416 8.152302
1.541000e+13 1.364100 1.000000 0.649857 8.169016
1.530000e+13 1.365885 1.000000 0.649642 8.175444
1.519000e+13 1.367685 1.000000 0.649426 8.181924
1.517000e+13 1.368013 1.000000 0.649387 8.183104
1.511000e+13 1.369002 1.000000 0.649268 8.186663
1.509000e+13 1.369333 1.000000 0.649229 8.187855
1.507000e+13 1.369664 1.000000 0.649189 8.189046
1.487000e+13 1.373001 1.000000 0.648790 8.201049
1.481000e+13 1.374011 1.000000 0.648669 8.204681
1.477000e+13 1.374688 1.000000 0.648588 8.207114
1.470000e+13 1.375876 1.000000 0.648446 8.211385
1.467000e+13 1.376387 1.000000 0.648385 8.213221
1.466000e+13 1.376558 1.000000 0.648365 8.213836
1.436000e+13 1.381738 1.000000 0.647748 8.232444
1.423000e+13 1.384019 1.000000 0.647477 8.240632
1.399000e+13 1.388291 1.000000 0.646971 8.255959
1.388000e+13 1.390276 1.000000 0.646736 8.263077
1.378000e+13 1.392096 1.000000 0.646521 8.269601
1.377000e+13 1.392279 1.000000 0.646500 8.270257
1.368000e+13 1.393930 1.000000 0.646305 8.276174
1.362000e+13 1.395037 1.000000 0.646175 8.280140
1.357000e+13 1.395964 1.000000 0.646065 8.283460
1.349000e+13 1.397455 1.000000 0.645890 8.288800
1.328000e+13 1.401416 1.000000 0.645424 8.302979
1.308000e+13 1.405251 1.000000 0.644975 8.316697
1.303000e+13 1.406220 1.000000 0.644862 8.320162
1.291000e+13 1.408563 1.000000 0.644588 8.328538
1.285000e+13 1.409743 1.000000 0.644450 8.332755
1.284000e+13 1.409940 1.000000 0.644427 8.333458
1.255000e+13 1.415735 1.000000 0.643752 8.354154
1.252000e+13 1.416343 1.000000 0.643681 8.356324
1.252000e+13 1.416343 1.000000 0.643681 8.356324
1.250000e+13 1.416749 1.000000 0.643634 8.357774
1.245000e+13 1.417767 1.000000 0.643516 8.361406
1.234000e+13 1.420023 1.000000 0.643254 8.369455
1.224000e+13 1.422093 1.000000 0.643014 8.376837
1.216000e+13 1.423763 1.000000 0.642821 8.382791
1.215000e+13 1.423972 1.000000 0.642796 8.383536
1.208000e+13 1.425444 1.000000 0.642626 8.388782
1.203000e+13 1.426501 1.000000 0.642504 8.392549
1.198000e+13 1.427563 1.000000 0.642382 8.396332
1.188000e+13 1.429702 1.000000 0.642135 8.403950
1.188000e+13 1.429702 1.000000 0.642135 8.403950
1.185000e+13 1.430347 1.000000 0.642060 8.406247
1.167000e+13 1.434257 1.000000 0.641611 8.420164
1.167000e+13 1.434257 1.000000 0.641611 8.420164
1.163000e+13 1.435135 1.000000 0.641510 8.423288
1.160000e+13 1.435796 1.000000 0.641434 8.425640
1.157000e+13 1.436458 1.000000 0.641358 8.427994
1.150000e+13 1.438011 1.000000 0.641180 8.433517
1.145000e+13 1.439126 1.000000 0.641052 8.437482
1.136000e+13 1.441148 1.000000 0.640820 8.444669
1.136000e+13 1.441148 1.000000 0.640820 8.444669
1.134000e+13 1.441600 1.000000 0.640769 8.446276
1.109000e+13 1.447319 1.000000 0.640115 8.466589
1.105000e+13 1.448247 1.000000 0.640010 8.469884
1.105000e+13 1.448247 1.000000 0.640010 8.469884
1.104000e+13 1.448480 1.000000 0.639983 8.470711
1.102000e+13 1.448946 1.000000 0.639930 8.472365
1.100000e+13 1.449413 1.000000 0.639877 8.474022
1.090000e+13 1.451761 1.000000 0.639610 8.482353
1.084000e+13 1.453181 1.000000 0.639448 8.487390
1.078000e+13 1.454610 1.000000 0.639286 8.492458
1.073000e+13 1.455807 1.000000 0.639150 8.496702
1.070000e+13 1.456528 1.000000 0.639069 8.499257
1.065000e+13 1.457735 1.000000 0.638932 8.503535
1.062000e+13 1.458463 1.000000 0.638849 8.506115
1.050000e+13 1.461394 1.000000 0.638518 8.516498
1.049000e+13 1.461640 1.000000 0.638490 8.517369
1.048000e+13 1.461886 1.000000 0.638462 8.518241
1.039000e+13 1.464113 1.000000 0.638211 8.526126
1.034000e+13 1.465360 1.000000 0.638070 8.530540
1.034000e+13 1.465360 1.000000 0.638070 8.530540
1.025000e+13 1.467620 1.000000 0.637816 8.538537
1.023000e+13 1.468126 1.000000 0.637759 8.540327
1.021000e+13 1.468632 1.000000 0.637702 8.542117
1.017000e+13 1.469648 1.000000 0.637588 8.545710
1.016000e+13 1.469902 1.000000 0.637559 8.546609
1.016000e+13 1.469902 1.000000 0.637559 8.546609
1.010000e+13 1.471436 1.000000 0.637387 8.552033
1.007000e+13 1.472207 1.000000 0.637300 8.554759
1.005000e+13 1.472722 1.000000 0.637242 8.556579
1.002000e+13 1.473497 1.000000 0.637155 8.559319
9.975000e+12 1.474663 1.000000 0.637025 8.563439
9.973000e+12 1.474715 1.000000 0.637019 8.563623
9.923000e+12 1.476019 1.000000 0.636873 8.568230
9.915000e+12 1.476228 1.000000 0.636849 8.568969
9.884000e+12 1.477041 1.000000 0.636758 8.571840
9.867000e+12 1.477487 1.000000 0.636708 8.573416
9.839000e+12 1.478225 1.000000 0.636626 8.576022
9.789000e+12 1.479548 1.000000 0.636478 8.580694
9.721000e+12 1.481359 1.000000 0.636276 8.587087
9.661000e+12 1.482969 1.000000 0.636096 8.592769
9.572000e+12 1.485376 1.000000 0.635828 8.601260
9.543000e+12 1.486166 1.000000 0.635740 8.604047
9.510000e+12 1.487068 1.000000 0.635639 8.607227
9.491000e+12 1.487589 1.000000 0.635581 8.609064
9.437000e+12 1.489075 1.000000 0.635416 8.614303
9.386000e+12 1.490487 1.000000 0.635259 8.619280
9.382000e+12 1.490598 1.000000 0.635247 8.619671
9.369000e+12 1.490960 1.000000 0.635207 8.620947
9.332000e+12 1.491992 1.000000 0.635092 8.624583
9.324000e+12 1.492216 1.000000 0.635067 8.625372
9.320000e+12 1.492328 1.000000 0.635055 8.625767
9.278000e+12 1.493506 1.000000 0.634924 8.629916
9.185000e+12 1.496136 1.000000 0.634633 8.639178
9.177000e+12 1.496364 1.000000 0.634608 8.639980
9.150000e+12 1.497134 1.000000 0.634523 8.642691
9.140000e+12 1.497420 1.000000 0.634491 8.643698
9.127000e+12 1.497791 1.000000 0.634450 8.645004
9.121000e+12 1.497963 1.000000 0.634431 8.645609
9.113000e+12 1.498193 1.000000 0.634406 8.646419
9.041000e+12 1.500267 1.000000 0.634177 8.653717
9.026000e+12 1.500701 1.000000 0.634129 8.655243
8.960000e+12 1.502622 1.000000 0.633917 8.662000
8.948000e+12 1.502973 1.000000 0.633878 8.663235
8.931000e+12 1.503470 1.000000 0.633824 8.664982
8.877000e+12 1.505059 1.000000 0.633649 8.670569
8.846000e+12 1.505976 1.000000 0.633548 8.673792
8.838000e+12 1.506213 1.000000 0.633522 8.674625
8.836000e+12 1.506272 1.000000 0.633515 8.674833
8.821000e+12 1.506718 1.000000 0.633466 8.676400
8.817000e+12 1.506836 1.000000 0.633453 8.676815
8.774000e+12 1.508118 1.000000 0.633312 8.681320
8.697000e+12 1.510431 1.000000 0.633058 8.689445
8.683000e+12 1.510854 1.000000 0.633012 8.690930
8.619000e+12 1.512796 1.000000 0.632799 8.697749
8.617000e+12 1.512857 1.000000 0.632792 8.697963
8.600000e+12 1.513376 1.000000 0.632736 8.699785
8.544000e+12 1.515093 1.000000 0.632548 8.705812
8.501000e+12 1.516420 1.000000 0.632403 8.710468
8.441000e+12 1.518283 1.000000 0.632199 8.717004
8.362000e+12 1.520758 1.000000 0.631929 8.725683
8.321000e+12 1.522053 1.000000 0.631788 8.730222
8.261000e+12 1.523961 1.000000 0.631580 8.736909
8.232000e+12 1.524888 1.000000 0.631479 8.740157
8.224000e+12 1.525144 1.000000 0.631451 8.741054
8.191000e+12 1.526205 1.000000 0.631336 8.744771
8.187000e+12 1.526334 1.000000 0.631322 8.745223
8.168000e+12 1.526947 1.000000 0.631255 8.747370
8.129000e+12 1.528210 1.000000 0.631118 8.751793
8.112000e+12 1.528763 1.000000 0.631058 8.753729
8.083000e+12 1.529709 1.000000 0.630956 8.757041
8.071000e+12 1.530102 1.000000 0.630913 8.758416
8.056000e+12 1.530593 1.000000 0.630860 8.760135
