Mass[M_sun/h] z D(z) sigma(M,0) sigma(0.5M,0) sigma(0.16M,0)
4.926000e+12 0.00 1.000000 1.649539 1.845490 2.190369
4.916000e+12 0.00 1.000000 1.650098 1.846080 2.191009
4.914000e+12 0.00 1.000000 1.650209 1.846198 2.191137
4.898000e+12 0.00 1.000000 1.651106 1.847146 2.192163
4.895000e+12 0.00 1.000000 1.651275 1.847324 2.192356
4.885000e+12 0.00 1.000000 1.651837 1.847918 2.193000
4.885000e+12 0.00 1.000000 1.651837 1.847918 2.193000
4.866000e+12 0.00 1.000000 1.652909 1.849051 2.194227
4.840000e+12 0.00 1.000000 1.654384 1.850608 2.195915
4.829000e+12 0.00 1.000000 1.655010 1.851270 2.196632
4.817000e+12 0.00 1.000000 1.655696 1.851994 2.197416
4.807000e+12 0.00 1.000000 1.656268 1.852598 2.198071
4.776000e+12 0.00 1.000000 1.658051 1.854481 2.200111
4.771000e+12 0.00 1.000000 1.658339 1.854786 2.200441
4.747000e+12 0.00 1.000000 1.659730 1.856254 2.202031
4.743000e+12 0.00 1.000000 1.659962 1.856500 2.202297
4.734000e+12 0.00 1.000000 1.660486 1.857053 2.202897
4.730000e+12 0.00 1.000000 1.660719 1.857299 2.203163
4.724000e+12 0.00 1.000000 1.661069 1.857669 2.203564
4.699000e+12 0.00 1.000000 1.662533 1.859215 2.205239
4.685000e+12 0.00 1.000000 1.663357 1.860085 2.206180
4.676000e+12 0.00 1.000000 1.663888 1.860646 2.206788
4.676000e+12 0.00 1.000000 1.663888 1.860646 2.206788
4.651000e+12 0.00 1.000000 1.665368 1.862209 2.208481
4.641000e+12 0.00 1.000000 1.665962 1.862837 2.209161
4.631000e+12 0.00 1.000000 1.666558 1.863466 2.209842
4.631000e+12 0.00 1.000000 1.666558 1.863466 2.209842
4.614000e+12 0.00 1.000000 1.667575 1.864539 2.211004
4.610000e+12 0.00 1.000000 1.667814 1.864792 2.211278
4.608000e+12 0.00 1.000000 1.667934 1.864919 2.211415
4.598000e+12 0.00 1.000000 1.668535 1.865553 2.212102
4.592000e+12 0.00 1.000000 1.668896 1.865934 2.212515
4.590000e+12 0.00 1.000000 1.669016 1.866061 2.212653
4.588000e+12 0.00 1.000000 1.669137 1.866189 2.212790
4.575000e+12 0.00 1.000000 1.669922 1.867017 2.213688
4.567000e+12 0.00 1.000000 1.670406 1.867528 2.214241
4.567000e+12 0.00 1.000000 1.670406 1.867528 2.214241
4.559000e+12 0.00 1.000000 1.670891 1.868040 2.214796
4.552000e+12 0.00 1.000000 1.671316 1.868489 2.215282
4.542000e+12 0.00 1.000000 1.671924 1.869132 2.215977
4.532000e+12 0.00 1.000000 1.672534 1.869776 2.216675
4.515000e+12 0.00 1.000000 1.673575 1.870874 2.217864
4.511000e+12 0.00 1.000000 1.673820 1.871133 2.218144
4.511000e+12 0.00 1.000000 1.673820 1.871133 2.218144
4.511000e+12 0.00 1.000000 1.673820 1.871133 2.218144
4.505000e+12 0.00 1.000000 1.674189 1.871523 2.218566
4.501000e+12 0.00 1.000000 1.674435 1.871782 2.218847
4.499000e+12 0.00 1.000000 1.674558 1.871912 2.218988
4.492000e+12 0.00 1.000000 1.674989 1.872367 2.219481
4.486000e+12 0.00 1.000000 1.675359 1.872758 2.219904
4.480000e+12 0.00 1.000000 1.675730 1.873150 2.220327
4.480000e+12 0.00 1.000000 1.675730 1.873150 2.220327
4.470000e+12 0.00 1.000000 1.676349 1.873803 2.221035
4.445000e+12 0.00 1.000000 1.677904 1.875445 2.222812
4.435000e+12 0.00 1.000000 1.678528 1.876104 2.223525
4.426000e+12 0.00 1.000000 1.679092 1.876698 2.224169
4.422000e+12 0.00 1.000000 1.679342 1.876963 2.224455
4.410000e+12 0.00 1.000000 1.680096 1.877759 2.225317
4.408000e+12 0.00 1.000000 1.680222 1.877892 2.225460
4.399000e+12 0.00 1.000000 1.680789 1.878490 2.226108
4.397000e+12 0.00 1.000000 1.680915 1.878623 2.226252
4.387000e+12 0.00 1.000000 1.681547 1.879290 2.226974
4.385000e+12 0.00 1.000000 1.681674 1.879424 2.227119
4.381000e+12 0.00 1.000000 1.681927 1.879691 2.227408
4.379000e+12 0.00 1.000000 1.682054 1.879825 2.227553
4.370000e+12 0.00 1.000000 1.682625 1.880428 2.228206
4.366000e+12 0.00 1.000000 1.682879 1.880696 2.228496
4.356000e+12 0.00 1.000000 1.683516 1.881368 2.229223
4.304000e+12 0.00 1.000000 1.686852 1.884890 2.233034
4.281000e+12 0.00 1.000000 1.688342 1.886462 2.234736
4.263000e+12 0.00 1.000000 1.689514 1.887699 2.236074
4.248000e+12 0.00 1.000000 1.690494 1.888734 2.237194
4.244000e+12 0.00 1.000000 1.690756 1.889010 2.237493
4.244000e+12 0.00 1.000000 1.690756 1.889010 2.237493
4.234000e+12 0.00 1.000000 1.691413 1.889703 2.238243
4.232000e+12 0.00 1.000000 1.691545 1.889842 2.238393
4.222000e+12 0.00 1.000000 1.692203 1.890537 2.239145
4.215000e+12 0.00 1.000000 1.692665 1.891024 2.239672
4.211000e+12 0.00 1.000000 1.692929 1.891303 2.239974
4.201000e+12 0.00 1.000000 1.693592 1.892002 2.240730
4.201000e+12 0.00 1.000000 1.693592 1.892002 2.240730
4.186000e+12 0.00 1.000000 1.694588 1.893053 2.241868
4.186000e+12 0.00 1.000000 1.694588 1.893053 2.241868
4.180000e+12 0.00 1.000000 1.694988 1.893475 2.242324
4.180000e+12 0.00 1.000000 1.694988 1.893475 2.242324
4.176000e+12 0.00 1.000000 1.695254 1.893757 2.242628
4.155000e+12 0.00 1.000000 1.696659 1.895239 2.244232
4.155000e+12 0.00 1.000000 1.696659 1.895239 2.244232
4.149000e+12 0.00 1.000000 1.697062 1.895664 2.244692
4.147000e+12 0.00 1.000000 1.697197 1.895806 2.244845
4.141000e+12 0.00 1.000000 1.697600 1.896232 2.245306
4.126000e+12 0.00 1.000000 1.698612 1.897300 2.246461
4.102000e+12 0.00 1.000000 1.700240 1.899017 2.248319
4.091000e+12 0.00 1.000000 1.700989 1.899808 2.249174
4.085000e+12 0.00 1.000000 1.701399 1.900240 2.249641
4.085000e+12 0.00 1.000000 1.701399 1.900240 2.249641
4.079000e+12 0.00 1.000000 1.701809 1.900673 2.250110
4.071000e+12 0.00 1.000000 1.702357 1.901251 2.250735
4.058000e+12 0.00 1.000000 1.703250 1.902193 2.251754
4.054000e+12 0.00 1.000000 1.703526 1.902484 2.252068
4.050000e+12 0.00 1.000000 1.703802 1.902775 2.252383
4.033000e+12 0.00 1.000000 1.704977 1.904015 2.253724
3.998000e+12 0.00 1.000000 1.707413 1.906585 2.256503
3.998000e+12 0.00 1.000000 1.707413 1.906585 2.256503
3.994000e+12 0.00 1.000000 1.707693 1.906880 2.256823
3.976000e+12 0.00 1.000000 1.708957 1.908213 2.258264
3.976000e+12 0.00 1.000000 1.708957 1.908213 2.258264
3.965000e+12 0.00 1.000000 1.709732 1.909030 2.259148
3.965000e+12 0.00 1.000000 1.709732 1.909030 2.259148
3.959000e+12 0.00 1.000000 1.710155 1.909477 2.259631
3.957000e+12 0.00 1.000000 1.710297 1.909627 2.259792
3.953000e+12 0.00 1.000000 1.710580 1.909925 2.260115
3.949000e+12 0.00 1.000000 1.710863 1.910224 2.260438
3.944000e+12 0.00 1.000000 1.711218 1.910598 2.260843
3.940000e+12 0.00 1.000000 1.711502 1.910898 2.261167
3.914000e+12 0.00 1.000000 1.713356 1.912853 2.263281
3.911000e+12 0.00 1.000000 1.713571 1.913080 2.263526
3.895000e+12 0.00 1.000000 1.714719 1.914291 2.264835
3.893000e+12 0.00 1.000000 1.714863 1.914443 2.265000
3.893000e+12 0.00 1.000000 1.714863 1.914443 2.265000
3.889000e+12 0.00 1.000000 1.715151 1.914747 2.265328
3.864000e+12 0.00 1.000000 1.716959 1.916653 2.267389
3.852000e+12 0.00 1.000000 1.717831 1.917573 2.268384
3.825000e+12 0.00 1.000000 1.719805 1.919654 2.270633
3.825000e+12 0.00 1.000000 1.719805 1.919654 2.270633
3.814000e+12 0.00 1.000000 1.720613 1.920507 2.271554
3.814000e+12 0.00 1.000000 1.720613 1.920507 2.271554
3.806000e+12 0.00 1.000000 1.721202 1.921128 2.272226
3.802000e+12 0.00 1.000000 1.721498 1.921439 2.272563
3.796000e+12 0.00 1.000000 1.721941 1.921907 2.273068
3.789000e+12 0.00 1.000000 1.722459 1.922454 2.273659
3.785000e+12 0.00 1.000000 1.722756 1.922766 2.273997
3.769000e+12 0.00 1.000000 1.723946 1.924021 2.275353
3.769000e+12 0.00 1.000000 1.723946 1.924021 2.275353
3.760000e+12 0.00 1.000000 1.724618 1.924730 2.276119
3.758000e+12 0.00 1.000000 1.724767 1.924887 2.276289
3.750000e+12 0.00 1.000000 1.725366 1.925519 2.276971
3.750000e+12 0.00 1.000000 1.725366 1.925519 2.276971
3.740000e+12 0.00 1.000000 1.726117 1.926310 2.277827
3.734000e+12 0.00 1.000000 1.726568 1.926786 2.278341
3.715000e+12 0.00 1.000000 1.728003 1.928299 2.279976
3.707000e+12 0.00 1.000000 1.728609 1.928938 2.280666
3.705000e+12 0.00 1.000000 1.728761 1.929098 2.280839
3.701000e+12 0.00 1.000000 1.729065 1.929419 2.281186
3.701000e+12 0.00 1.000000 1.729065 1.929419 2.281186
3.694000e+12 0.00 1.000000 1.729598 1.929980 2.281793
3.688000e+12 0.00 1.000000 1.730055 1.930462 2.282314
3.684000e+12 0.00 1.000000 1.730361 1.930784 2.282662
3.684000e+12 0.00 1.000000 1.730361 1.930784 2.282662
3.672000e+12 0.00 1.000000 1.731279 1.931753 2.283708
3.672000e+12 0.00 1.000000 1.731279 1.931753 2.283708
3.667000e+12 0.00 1.000000 1.731663 1.932157 2.284145
3.659000e+12 0.00 1.000000 1.732278 1.932806 2.284845
3.659000e+12 0.00 1.000000 1.732278 1.932806 2.284845
3.657000e+12 0.00 1.000000 1.732432 1.932968 2.285021
3.645000e+12 0.00 1.000000 1.733357 1.933944 2.286075
3.643000e+12 0.00 1.000000 1.733512 1.934107 2.286251
3.637000e+12 0.00 1.000000 1.733976 1.934596 2.286780
3.632000e+12 0.00 1.000000 1.734364 1.935005 2.287222
3.624000e+12 0.00 1.000000 1.734985 1.935660 2.287929
3.616000e+12 0.00 1.000000 1.735608 1.936317 2.288639
3.610000e+12 0.00 1.000000 1.736076 1.936810 2.289172
3.606000e+12 0.00 1.000000 1.736389 1.937140 2.289528
3.601000e+12 0.00 1.000000 1.736780 1.937552 2.289973
3.597000e+12 0.00 1.000000 1.737094 1.937883 2.290330
3.585000e+12 0.00 1.000000 1.738036 1.938876 2.291403
3.583000e+12 0.00 1.000000 1.738194 1.939042 2.291583
3.577000e+12 0.00 1.000000 1.738666 1.939540 2.292121
3.574000e+12 0.00 1.000000 1.738903 1.939790 2.292391
3.564000e+12 0.00 1.000000 1.739694 1.940623 2.293291
3.545000e+12 0.00 1.000000 1.741203 1.942214 2.295009
3.545000e+12 0.00 1.000000 1.741203 1.942214 2.295009
3.539000e+12 0.00 1.000000 1.741681 1.942718 2.295553
3.531000e+12 0.00 1.000000 1.742320 1.943391 2.296281
3.529000e+12 0.00 1.000000 1.742480 1.943560 2.296463
3.512000e+12 0.00 1.000000 1.743844 1.944998 2.298016
3.512000e+12 0.00 1.000000 1.743844 1.944998 2.298016
3.512000e+12 0.00 1.000000 1.743844 1.944998 2.298016
3.506000e+12 0.00 1.000000 1.744327 1.945507 2.298565
3.500000e+12 0.00 1.000000 1.744811 1.946017 2.299116
3.494000e+12 0.00 1.000000 1.745296 1.946528 2.299668
3.486000e+12 0.00 1.000000 1.745944 1.947211 2.300406
3.484000e+12 0.00 1.000000 1.746106 1.947382 2.300590
3.473000e+12 0.00 1.000000 1.747000 1.948324 2.301608
3.461000e+12 0.00 1.000000 1.747979 1.949356 2.302722
3.461000e+12 0.00 1.000000 1.747979 1.949356 2.302722
3.459000e+12 0.00 1.000000 1.748143 1.949528 2.302908
3.442000e+12 0.00 1.000000 1.749537 1.950997 2.304494
3.430000e+12 0.00 1.000000 1.750525 1.952039 2.305619
3.430000e+12 0.00 1.000000 1.750525 1.952039 2.305619
3.411000e+12 0.00 1.000000 1.752098 1.953696 2.307409
3.409000e+12 0.00 1.000000 1.752264 1.953871 2.307598
3.397000e+12 0.00 1.000000 1.753263 1.954923 2.308734
3.392000e+12 0.00 1.000000 1.753680 1.955363 2.309209
3.390000e+12 0.00 1.000000 1.753847 1.955539 2.309399
3.388000e+12 0.00 1.000000 1.754014 1.955715 2.309589
3.374000e+12 0.00 1.000000 1.755188 1.956952 2.310924
3.366000e+12 0.00 1.000000 1.755861 1.957661 2.311689
3.362000e+12 0.00 1.000000 1.756198 1.958016 2.312073
3.357000e+12 0.00 1.000000 1.756620 1.958461 2.312553
3.351000e+12 0.00 1.000000 1.757127 1.958995 2.313130
3.349000e+12 0.00 1.000000 1.757296 1.959173 2.313322
3.347000e+12 0.00 1.000000 1.757466 1.959352 2.313515
3.347000e+12 0.00 1.000000 1.757466 1.959352 2.313515
3.320000e+12 0.00 1.000000 1.759764 1.961773 2.316128
3.316000e+12 0.00 1.000000 1.760106 1.962133 2.316517
3.308000e+12 0.00 1.000000 1.760792 1.962856 2.317297
3.297000e+12 0.00 1.000000 1.761737 1.963852 2.318372
3.287000e+12 0.00 1.000000 1.762600 1.964761 2.319353
3.285000e+12 0.00 1.000000 1.762773 1.964943 2.319550
3.283000e+12 0.00 1.000000 1.762946 1.965125 2.319747
3.281000e+12 0.00 1.000000 1.763119 1.965307 2.319943
3.279000e+12 0.00 1.000000 1.763292 1.965490 2.320140
3.279000e+12 0.00 1.000000 1.763292 1.965490 2.320140
3.270000e+12 0.00 1.000000 1.764073 1.966312 2.321028
3.270000e+12 0.00 1.000000 1.764073 1.966312 2.321028
3.264000e+12 0.00 1.000000 1.764595 1.966862 2.321622
3.264000e+12 0.00 1.000000 1.764595 1.966862 2.321622
3.254000e+12 0.00 1.000000 1.765467 1.967781 2.322613
3.246000e+12 0.00 1.000000 1.766167 1.968518 2.323408
3.237000e+12 0.00 1.000000 1.766956 1.969350 2.324306
3.233000e+12 0.00 1.000000 1.767308 1.969720 2.324706
3.223000e+12 0.00 1.000000 1.768189 1.970648 2.325707
3.217000e+12 0.00 1.000000 1.768719 1.971206 2.326310
3.215000e+12 0.00 1.000000 1.768896 1.971393 2.326511
3.204000e+12 0.00 1.000000 1.769871 1.972420 2.327619
3.202000e+12 0.00 1.000000 1.770049 1.972607 2.327821
3.202000e+12 0.00 1.000000 1.770049 1.972607 2.327821
3.200000e+12 0.00 1.000000 1.770226 1.972794 2.328023
3.192000e+12 0.00 1.000000 1.770939 1.973545 2.328833
3.186000e+12 0.00 1.000000 1.771475 1.974109 2.329442
3.178000e+12 0.00 1.000000 1.772190 1.974863 2.330255
3.175000e+12 0.00 1.000000 1.772459 1.975146 2.330561
3.173000e+12 0.00 1.000000 1.772639 1.975335 2.330765
3.169000e+12 0.00 1.000000 1.772998 1.975714 2.331173
3.157000e+12 0.00 1.000000 1.774079 1.976852 2.332401
3.157000e+12 0.00 1.000000 1.774079 1.976852 2.332401
3.153000e+12 0.00 1.000000 1.774440 1.977232 2.332812
3.151000e+12 0.00 1.000000 1.774621 1.977423 2.333017
3.144000e+12 0.00 1.000000 1.775255 1.978090 2.333738
3.128000e+12 0.00 1.000000 1.776709 1.979622 2.335390
3.126000e+12 0.00 1.000000 1.776892 1.979814 2.335597
3.120000e+12 0.00 1.000000 1.777439 1.980391 2.336220
3.113000e+12 0.00 1.000000 1.778080 1.981066 2.336947
3.107000e+12 0.00 1.000000 1.778630 1.981645 2.337573
3.099000e+12 0.00 1.000000 1.779366 1.982420 2.338408
3.095000e+12 0.00 1.000000 1.779734 1.982808 2.338827
3.085000e+12 0.00 1.000000 1.780658 1.983780 2.339876
3.076000e+12 0.00 1.000000 1.781492 1.984659 2.340823
3.072000e+12 0.00 1.000000 1.781864 1.985050 2.341245
3.047000e+12 0.00 1.000000 1.784197 1.987507 2.343896
3.045000e+12 0.00 1.000000 1.784385 1.987705 2.344109
3.043000e+12 0.00 1.000000 1.784573 1.987903 2.344322
3.043000e+12 0.00 1.000000 1.784573 1.987903 2.344322
3.043000e+12 0.00 1.000000 1.784573 1.987903 2.344322
3.039000e+12 0.00 1.000000 1.784949 1.988298 2.344749
3.037000e+12 0.00 1.000000 1.785137 1.988496 2.344963
3.029000e+12 0.00 1.000000 1.785891 1.989290 2.345819
3.027000e+12 0.00 1.000000 1.786079 1.989489 2.346033
3.020000e+12 0.00 1.000000 1.786741 1.990186 2.346785
3.018000e+12 0.00 1.000000 1.786931 1.990385 2.347000
3.018000e+12 0.00 1.000000 1.786931 1.990385 2.347000
3.016000e+12 0.00 1.000000 1.787120 1.990585 2.347215
3.012000e+12 0.00 1.000000 1.787500 1.990984 2.347646
3.006000e+12 0.00 1.000000 1.788070 1.991585 2.348293
3.004000e+12 0.00 1.000000 1.788260 1.991785 2.348510
3.002000e+12 0.00 1.000000 1.788451 1.991986 2.348726
3.000000e+12 0.00 1.000000 1.788641 1.992186 2.348942
2.998000e+12 0.00 1.000000 1.788832 1.992387 2.349159
2.992000e+12 0.00 1.000000 1.789405 1.992991 2.349810
2.985000e+12 0.00 1.000000 1.790075 1.993696 2.350571
2.973000e+12 0.00 1.000000 1.791228 1.994910 2.351879
2.973000e+12 0.00 1.000000 1.791228 1.994910 2.351879
2.971000e+12 0.00 1.000000 1.791421 1.995113 2.352098
2.971000e+12 0.00 1.000000 1.791421 1.995113 2.352098
2.967000e+12 0.00 1.000000 1.791807 1.995519 2.352536
2.967000e+12 0.00 1.000000 1.791807 1.995519 2.352536
2.967000e+12 0.00 1.000000 1.791807 1.995519 2.352536
2.958000e+12 0.00 1.000000 1.792677 1.996435 2.353523
2.954000e+12 0.00 1.000000 1.793064 1.996843 2.353963
2.952000e+12 0.00 1.000000 1.793258 1.997047 2.354183
2.952000e+12 0.00 1.000000 1.793258 1.997047 2.354183
2.946000e+12 0.00 1.000000 1.793841 1.997660 2.354845
2.944000e+12 0.00 1.000000 1.794035 1.997865 2.355066
2.940000e+12 0.00 1.000000 1.794425 1.998275 2.355508
2.936000e+12 0.00 1.000000 1.794815 1.998686 2.355951
2.936000e+12 0.00 1.000000 1.794815 1.998686 2.355951
2.934000e+12 0.00 1.000000 1.795010 1.998891 2.356172
2.931000e+12 0.00 1.000000 1.795303 1.999200 2.356505
2.929000e+12 0.00 1.000000 1.795499 1.999406 2.356727
2.909000e+12 0.00 1.000000 1.797463 2.001473 2.358956
2.909000e+12 0.00 1.000000 1.797463 2.001473 2.358956
2.905000e+12 0.00 1.000000 1.797858 2.001889 2.359404
2.905000e+12 0.00 1.000000 1.797858 2.001889 2.359404
2.890000e+12 0.00 1.000000 1.799342 2.003452 2.361089
2.890000e+12 0.00 1.000000 1.799342 2.003452 2.361089
2.890000e+12 0.00 1.000000 1.799342 2.003452 2.361089
2.884000e+12 0.00 1.000000 1.799939 2.004079 2.361765
2.867000e+12 0.00 1.000000 1.801635 2.005865 2.363690
2.859000e+12 0.00 1.000000 1.802438 2.006709 2.364601
2.857000e+12 0.00 1.000000 1.802639 2.006921 2.364828
2.857000e+12 0.00 1.000000 1.802639 2.006921 2.364828
2.855000e+12 0.00 1.000000 1.802840 2.007132 2.365057
2.849000e+12 0.00 1.000000 1.803444 2.007768 2.365742
2.847000e+12 0.00 1.000000 1.803645 2.007981 2.365971
2.847000e+12 0.00 1.000000 1.803645 2.007981 2.365971
2.841000e+12 0.00 1.000000 1.804251 2.008618 2.366658
2.832000e+12 0.00 1.000000 1.805163 2.009578 2.367692
2.828000e+12 0.00 1.000000 1.805569 2.010005 2.368153
2.826000e+12 0.00 1.000000 1.805772 2.010219 2.368384
2.826000e+12 0.00 1.000000 1.805772 2.010219 2.368384
2.824000e+12 0.00 1.000000 1.805976 2.010433 2.368614
2.822000e+12 0.00 1.000000 1.806180 2.010648 2.368845
2.820000e+12 0.00 1.000000 1.806383 2.010862 2.369076
2.820000e+12 0.00 1.000000 1.806383 2.010862 2.369076
2.805000e+12 0.00 1.000000 1.807917 2.012476 2.370816
2.795000e+12 0.00 1.000000 1.808944 2.013556 2.371980
2.793000e+12 0.00 1.000000 1.809149 2.013773 2.372214
2.793000e+12 0.00 1.000000 1.809149 2.013773 2.372214
2.791000e+12 0.00 1.000000 1.809356 2.013990 2.372448
2.789000e+12 0.00 1.000000 1.809562 2.014207 2.372681
2.789000e+12 0.00 1.000000 1.809562 2.014207 2.372681
2.785000e+12 0.00 1.000000 1.809975 2.014641 2.373150
2.774000e+12 0.00 1.000000 1.811113 2.015840 2.374441
2.772000e+12 0.00 1.000000 1.811321 2.016058 2.374676
2.768000e+12 0.00 1.000000 1.811737 2.016495 2.375148
2.760000e+12 0.00 1.000000 1.812570 2.017372 2.376093
2.760000e+12 0.00 1.000000 1.812570 2.017372 2.376093
2.758000e+12 0.00 1.000000 1.812778 2.017592 2.376329
2.754000e+12 0.00 1.000000 1.813196 2.018032 2.376803
2.754000e+12 0.00 1.000000 1.813196 2.018032 2.376803
2.750000e+12 0.00 1.000000 1.813615 2.018472 2.377278
2.743000e+12 0.00 1.000000 1.814349 2.019244 2.378110
2.739000e+12 0.00 1.000000 1.814769 2.019687 2.378586
2.737000e+12 0.00 1.000000 1.814980 2.019908 2.378825
2.735000e+12 0.00 1.000000 1.815190 2.020130 2.379064
2.735000e+12 0.00 1.000000 1.815190 2.020130 2.379064
2.731000e+12 0.00 1.000000 1.815612 2.020573 2.379542
2.731000e+12 0.00 1.000000 1.815612 2.020573 2.379542
2.731000e+12 0.00 1.000000 1.815612 2.020573 2.379542
2.716000e+12 0.00 1.000000 1.817199 2.022243 2.381341
2.716000e+12 0.00 1.000000 1.817199 2.022243 2.381341
2.716000e+12 0.00 1.000000 1.817199 2.022243 2.381341
2.710000e+12 0.00 1.000000 1.817837 2.022914 2.382064
2.706000e+12 0.00 1.000000 1.818263 2.023362 2.382547
2.706000e+12 0.00 1.000000 1.818263 2.023362 2.382547
2.698000e+12 0.00 1.000000 1.819116 2.024261 2.383515
2.692000e+12 0.00 1.000000 1.819759 2.024936 2.384242
2.690000e+12 0.00 1.000000 1.819973 2.025162 2.384485
2.688000e+12 0.00 1.000000 1.820188 2.025387 2.384729
2.677000e+12 0.00 1.000000 1.821371 2.026632 2.386070
2.677000e+12 0.00 1.000000 1.821371 2.026632 2.386070
2.677000e+12 0.00 1.000000 1.821371 2.026632 2.386070
2.667000e+12 0.00 1.000000 1.822451 2.027769 2.387294
2.667000e+12 0.00 1.000000 1.822451 2.027769 2.387294
2.667000e+12 0.00 1.000000 1.822451 2.027769 2.387294
2.661000e+12 0.00 1.000000 1.823101 2.028453 2.388031
2.659000e+12 0.00 1.000000 1.823318 2.028681 2.388277
2.648000e+12 0.00 1.000000 1.824515 2.029940 2.389633
2.648000e+12 0.00 1.000000 1.824515 2.029940 2.389633
2.648000e+12 0.00 1.000000 1.824515 2.029940 2.389633
2.638000e+12 0.00 1.000000 1.825608 2.031090 2.390871
2.636000e+12 0.00 1.000000 1.825827 2.031320 2.391120
2.634000e+12 0.00 1.000000 1.826047 2.031551 2.391368
2.634000e+12 0.00 1.000000 1.826047 2.031551 2.391368
2.630000e+12 0.00 1.000000 1.826486 2.032013 2.391866
2.626000e+12 0.00 1.000000 1.826925 2.032476 2.392364
2.623000e+12 0.00 1.000000 1.827256 2.032823 2.392738
2.621000e+12 0.00 1.000000 1.827476 2.033055 2.392988
2.619000e+12 0.00 1.000000 1.827697 2.033287 2.393238
2.617000e+12 0.00 1.000000 1.827918 2.033520 2.393488
2.617000e+12 0.00 1.000000 1.827918 2.033520 2.393488
2.617000e+12 0.00 1.000000 1.827918 2.033520 2.393488
2.613000e+12 0.00 1.000000 1.828360 2.033985 2.393989
2.613000e+12 0.00 1.000000 1.828360 2.033985 2.393989
2.611000e+12 0.00 1.000000 1.828581 2.034218 2.394240
2.607000e+12 0.00 1.000000 1.829025 2.034684 2.394742
2.601000e+12 0.00 1.000000 1.829691 2.035385 2.395497
2.599000e+12 0.00 1.000000 1.829913 2.035619 2.395749
2.599000e+12 0.00 1.000000 1.829913 2.035619 2.395749
2.599000e+12 0.00 1.000000 1.829913 2.035619 2.395749
2.597000e+12 0.00 1.000000 1.830136 2.035853 2.396001
2.594000e+12 0.00 1.000000 1.830470 2.036205 2.396380
2.594000e+12 0.00 1.000000 1.830470 2.036205 2.396380
2.593000e+12 0.00 1.000000 1.830582 2.036322 2.396507
2.593000e+12 0.00 1.000000 1.830582 2.036322 2.396507
2.588000e+12 0.00 1.000000 1.831140 2.036909 2.397139
2.588000e+12 0.00 1.000000 1.831140 2.036909 2.397139
2.588000e+12 0.00 1.000000 1.831140 2.036909 2.397139
2.588000e+12 0.00 1.000000 1.831140 2.036909 2.397139
2.582000e+12 0.00 1.000000 1.831812 2.037616 2.397900
2.578000e+12 0.00 1.000000 1.832261 2.038088 2.398408
2.576000e+12 0.00 1.000000 1.832485 2.038324 2.398662
2.574000e+12 0.00 1.000000 1.832710 2.038560 2.398917
2.572000e+12 0.00 1.000000 1.832935 2.038797 2.399172
2.557000e+12 0.00 1.000000 1.834628 2.040578 2.401090
2.557000e+12 0.00 1.000000 1.834628 2.040578 2.401090
2.553000e+12 0.00 1.000000 1.835082 2.041055 2.401603
2.551000e+12 0.00 1.000000 1.835309 2.041294 2.401860
2.547000e+12 0.00 1.000000 1.835763 2.041772 2.402375
2.545000e+12 0.00 1.000000 1.835991 2.042011 2.402633
2.543000e+12 0.00 1.000000 1.836219 2.042250 2.402891
