Mass[M_sun/h] z D(z) sigma(M,0) sigma(0.5M,0) sigma(0.16M,0)
1.059000e+13 0.00 1.000000 1.445889 1.629741 1.955645
1.044000e+13 0.00 1.000000 1.449560 1.633641 1.959906
1.043000e+13 0.00 1.000000 1.449806 1.633904 1.960192
1.042000e+13 0.00 1.000000 1.450053 1.634166 1.960479
1.040000e+13 0.00 1.000000 1.450548 1.634692 1.961053
1.039000e+13 0.00 1.000000 1.450796 1.634955 1.961341
1.039000e+13 0.00 1.000000 1.450796 1.634955 1.961341
1.037000e+13 0.00 1.000000 1.451292 1.635482 1.961917
1.036000e+13 0.00 1.000000 1.451541 1.635746 1.962205
1.032000e+13 0.00 1.000000 1.452538 1.636806 1.963362
1.022000e+13 0.00 1.000000 1.455049 1.639473 1.966276
1.017000e+13 0.00 1.000000 1.456314 1.640817 1.967744
1.014000e+13 0.00 1.000000 1.457077 1.641628 1.968629
1.014000e+13 0.00 1.000000 1.457077 1.641628 1.968629
1.004000e+13 0.00 1.000000 1.459637 1.644347 1.971598
1.004000e+13 0.00 1.000000 1.459637 1.644347 1.971598
1.002000e+13 0.00 1.000000 1.460152 1.644894 1.972195
9.996000e+12 0.00 1.000000 1.460772 1.645552 1.972914
9.983000e+12 0.00 1.000000 1.461108 1.645910 1.973305
9.977000e+12 0.00 1.000000 1.461264 1.646075 1.973485
9.956000e+12 0.00 1.000000 1.461809 1.646653 1.974117
9.876000e+12 0.00 1.000000 1.463896 1.648870 1.976537
9.855000e+12 0.00 1.000000 1.464447 1.649455 1.977175
9.849000e+12 0.00 1.000000 1.464604 1.649623 1.977358
9.847000e+12 0.00 1.000000 1.464657 1.649678 1.977419
9.843000e+12 0.00 1.000000 1.464762 1.649790 1.977541
9.799000e+12 0.00 1.000000 1.465922 1.651022 1.978886
9.787000e+12 0.00 1.000000 1.466240 1.651359 1.979254
9.783000e+12 0.00 1.000000 1.466345 1.651471 1.979376
9.783000e+12 0.00 1.000000 1.466345 1.651471 1.979376
9.758000e+12 0.00 1.000000 1.467008 1.652175 1.980145
9.708000e+12 0.00 1.000000 1.468340 1.653589 1.981688
9.667000e+12 0.00 1.000000 1.469437 1.654754 1.982959
9.648000e+12 0.00 1.000000 1.469947 1.655296 1.983551
9.638000e+12 0.00 1.000000 1.470216 1.655581 1.983862
9.626000e+12 0.00 1.000000 1.470539 1.655924 1.984237
9.551000e+12 0.00 1.000000 1.472569 1.658079 1.986589
9.535000e+12 0.00 1.000000 1.473004 1.658542 1.987093
9.530000e+12 0.00 1.000000 1.473140 1.658686 1.987251
9.493000e+12 0.00 1.000000 1.474150 1.659759 1.988421
9.489000e+12 0.00 1.000000 1.474260 1.659875 1.988548
9.479000e+12 0.00 1.000000 1.474534 1.660166 1.988865
9.473000e+12 0.00 1.000000 1.474698 1.660340 1.989056
9.464000e+12 0.00 1.000000 1.474945 1.660602 1.989342
9.454000e+12 0.00 1.000000 1.475220 1.660894 1.989660
9.450000e+12 0.00 1.000000 1.475330 1.661011 1.989787
9.421000e+12 0.00 1.000000 1.476128 1.661859 1.990713
9.353000e+12 0.00 1.000000 1.478012 1.663858 1.992894
9.340000e+12 0.00 1.000000 1.478374 1.664242 1.993313
9.297000e+12 0.00 1.000000 1.479574 1.665516 1.994703
9.249000e+12 0.00 1.000000 1.480921 1.666946 1.996263
9.233000e+12 0.00 1.000000 1.481372 1.667425 1.996785
9.206000e+12 0.00 1.000000 1.482135 1.668234 1.997668
9.204000e+12 0.00 1.000000 1.482191 1.668294 1.997734
9.189000e+12 0.00 1.000000 1.482616 1.668745 1.998226
9.148000e+12 0.00 1.000000 1.483781 1.669982 1.999575
9.038000e+12 0.00 1.000000 1.486935 1.673330 2.003226
8.873000e+12 0.00 1.000000 1.491746 1.678434 2.008793
8.745000e+12 0.00 1.000000 1.495546 1.682466 2.013188
8.745000e+12 0.00 1.000000 1.495546 1.682466 2.013188
8.726000e+12 0.00 1.000000 1.496115 1.683070 2.013847
8.656000e+12 0.00 1.000000 1.498223 1.685307 2.016285
8.646000e+12 0.00 1.000000 1.498526 1.685628 2.016636
8.621000e+12 0.00 1.000000 1.499284 1.686433 2.017513
8.606000e+12 0.00 1.000000 1.499741 1.686917 2.018040
8.600000e+12 0.00 1.000000 1.499924 1.687111 2.018252
8.592000e+12 0.00 1.000000 1.500167 1.687369 2.018534
8.584000e+12 0.00 1.000000 1.500412 1.687628 2.018816
8.476000e+12 0.00 1.000000 1.503732 1.691150 2.022655
8.371000e+12 0.00 1.000000 1.507004 1.694621 2.026437
8.360000e+12 0.00 1.000000 1.507350 1.694988 2.026836
8.329000e+12 0.00 1.000000 1.508326 1.696023 2.027964
8.302000e+12 0.00 1.000000 1.509179 1.696928 2.028951
8.278000e+12 0.00 1.000000 1.509940 1.697735 2.029830
8.276000e+12 0.00 1.000000 1.510004 1.697802 2.029903
8.251000e+12 0.00 1.000000 1.510799 1.698646 2.030823
8.205000e+12 0.00 1.000000 1.512270 1.700206 2.032522
8.187000e+12 0.00 1.000000 1.512848 1.700819 2.033190
8.166000e+12 0.00 1.000000 1.513524 1.701536 2.033971
8.160000e+12 0.00 1.000000 1.513717 1.701741 2.034194
8.150000e+12 0.00 1.000000 1.514040 1.702083 2.034567
8.131000e+12 0.00 1.000000 1.514655 1.702735 2.035277
8.116000e+12 0.00 1.000000 1.515141 1.703250 2.035839
8.106000e+12 0.00 1.000000 1.515466 1.703595 2.036214
8.059000e+12 0.00 1.000000 1.516998 1.705219 2.037984
8.009000e+12 0.00 1.000000 1.518639 1.706959 2.039878
8.007000e+12 0.00 1.000000 1.518705 1.707029 2.039954
8.001000e+12 0.00 1.000000 1.518902 1.707238 2.040183
7.990000e+12 0.00 1.000000 1.519265 1.707623 2.040602
7.951000e+12 0.00 1.000000 1.520556 1.708992 2.042092
7.935000e+12 0.00 1.000000 1.521088 1.709555 2.042706
7.926000e+12 0.00 1.000000 1.521387 1.709873 2.043052
7.916000e+12 0.00 1.000000 1.521720 1.710226 2.043437
7.908000e+12 0.00 1.000000 1.521987 1.710509 2.043745
7.879000e+12 0.00 1.000000 1.522957 1.711538 2.044865
7.848000e+12 0.00 1.000000 1.523999 1.712641 2.046067
7.829000e+12 0.00 1.000000 1.524639 1.713320 2.046806
7.792000e+12 0.00 1.000000 1.525891 1.714647 2.048251
7.788000e+12 0.00 1.000000 1.526027 1.714791 2.048408
7.786000e+12 0.00 1.000000 1.526095 1.714863 2.048486
7.757000e+12 0.00 1.000000 1.527081 1.715909 2.049625
7.730000e+12 0.00 1.000000 1.528004 1.716887 2.050689
7.707000e+12 0.00 1.000000 1.528792 1.717722 2.051599
7.695000e+12 0.00 1.000000 1.529204 1.718159 2.052075
7.668000e+12 0.00 1.000000 1.530135 1.719145 2.053148
7.666000e+12 0.00 1.000000 1.530204 1.719218 2.053228
7.653000e+12 0.00 1.000000 1.530653 1.719695 2.053746
7.653000e+12 0.00 1.000000 1.530653 1.719695 2.053746
7.618000e+12 0.00 1.000000 1.531867 1.720981 2.055147
7.604000e+12 0.00 1.000000 1.532354 1.721498 2.055709
7.585000e+12 0.00 1.000000 1.533017 1.722200 2.056474
7.569000e+12 0.00 1.000000 1.533576 1.722793 2.057119
7.554000e+12 0.00 1.000000 1.534102 1.723350 2.057726
7.494000e+12 0.00 1.000000 1.536217 1.725591 2.060165
7.486000e+12 0.00 1.000000 1.536500 1.725891 2.060491
7.484000e+12 0.00 1.000000 1.536571 1.725966 2.060573
7.471000e+12 0.00 1.000000 1.537032 1.726455 2.061105
7.459000e+12 0.00 1.000000 1.537459 1.726907 2.061597
7.445000e+12 0.00 1.000000 1.537957 1.727436 2.062172
7.411000e+12 0.00 1.000000 1.539172 1.728723 2.063573
7.401000e+12 0.00 1.000000 1.539531 1.729103 2.063986
7.395000e+12 0.00 1.000000 1.539746 1.729331 2.064235
7.372000e+12 0.00 1.000000 1.540573 1.730208 2.065189
7.372000e+12 0.00 1.000000 1.540573 1.730208 2.065189
7.356000e+12 0.00 1.000000 1.541151 1.730819 2.065854
7.351000e+12 0.00 1.000000 1.541331 1.731011 2.066062
7.329000e+12 0.00 1.000000 1.542128 1.731855 2.066981
7.277000e+12 0.00 1.000000 1.544021 1.733860 2.069163
7.213000e+12 0.00 1.000000 1.546371 1.736350 2.071872
7.205000e+12 0.00 1.000000 1.546666 1.736663 2.072212
7.198000e+12 0.00 1.000000 1.546925 1.736937 2.072510
7.190000e+12 0.00 1.000000 1.547221 1.737250 2.072851
7.174000e+12 0.00 1.000000 1.547814 1.737879 2.073535
7.157000e+12 0.00 1.000000 1.548446 1.738548 2.074263
7.095000e+12 0.00 1.000000 1.550764 1.741003 2.076934
7.060000e+12 0.00 1.000000 1.552082 1.742400 2.078453
7.050000e+12 0.00 1.000000 1.552460 1.742800 2.078888
7.015000e+12 0.00 1.000000 1.553787 1.744206 2.080418
6.994000e+12 0.00 1.000000 1.554587 1.745053 2.081339
6.992000e+12 0.00 1.000000 1.554664 1.745134 2.081427
6.990000e+12 0.00 1.000000 1.554740 1.745215 2.081515
6.986000e+12 0.00 1.000000 1.554893 1.745377 2.081691
6.959000e+12 0.00 1.000000 1.555926 1.746472 2.082881
6.950000e+12 0.00 1.000000 1.556272 1.746838 2.083279
6.905000e+12 0.00 1.000000 1.558007 1.748675 2.085277
6.878000e+12 0.00 1.000000 1.559053 1.749784 2.086483
6.862000e+12 0.00 1.000000 1.559676 1.750443 2.087200
6.862000e+12 0.00 1.000000 1.559676 1.750443 2.087200
6.831000e+12 0.00 1.000000 1.560886 1.751725 2.088593
6.826000e+12 0.00 1.000000 1.561082 1.751932 2.088819
6.810000e+12 0.00 1.000000 1.561710 1.752597 2.089541
6.797000e+12 0.00 1.000000 1.562221 1.753138 2.090130
6.768000e+12 0.00 1.000000 1.563365 1.754349 2.091447
6.744000e+12 0.00 1.000000 1.564316 1.755356 2.092542
6.740000e+12 0.00 1.000000 1.564474 1.755524 2.092724
6.733000e+12 0.00 1.000000 1.564753 1.755819 2.093045
6.709000e+12 0.00 1.000000 1.565709 1.756831 2.094145
6.677000e+12 0.00 1.000000 1.566990 1.758187 2.095619
6.647000e+12 0.00 1.000000 1.568196 1.759465 2.097008
6.634000e+12 0.00 1.000000 1.568721 1.760020 2.097612
6.632000e+12 0.00 1.000000 1.568802 1.760106 2.097705
6.622000e+12 0.00 1.000000 1.569206 1.760534 2.098170
6.584000e+12 0.00 1.000000 1.570750 1.762168 2.099946
6.580000e+12 0.00 1.000000 1.570913 1.762341 2.100134
6.574000e+12 0.00 1.000000 1.571158 1.762600 2.100416
6.556000e+12 0.00 1.000000 1.571893 1.763379 2.101262
6.529000e+12 0.00 1.000000 1.573001 1.764551 2.102536
6.504000e+12 0.00 1.000000 1.574031 1.765642 2.103721
6.498000e+12 0.00 1.000000 1.574279 1.765904 2.104006
6.477000e+12 0.00 1.000000 1.575148 1.766824 2.105007
6.467000e+12 0.00 1.000000 1.575563 1.767264 2.105484
6.463000e+12 0.00 1.000000 1.575729 1.767440 2.105675
6.429000e+12 0.00 1.000000 1.577147 1.768940 2.107306
6.421000e+12 0.00 1.000000 1.577482 1.769294 2.107691
6.419000e+12 0.00 1.000000 1.577565 1.769383 2.107787
6.409000e+12 0.00 1.000000 1.577984 1.769827 2.108269
6.390000e+12 0.00 1.000000 1.578783 1.770672 2.109187
6.384000e+12 0.00 1.000000 1.579035 1.770939 2.109478
6.367000e+12 0.00 1.000000 1.579753 1.771698 2.110302
6.357000e+12 0.00 1.000000 1.580176 1.772146 2.110789
6.334000e+12 0.00 1.000000 1.581151 1.773178 2.111910
6.299000e+12 0.00 1.000000 1.582643 1.774757 2.113625
6.281000e+12 0.00 1.000000 1.583413 1.775572 2.114511
6.268000e+12 0.00 1.000000 1.583971 1.776163 2.115153
6.248000e+12 0.00 1.000000 1.584832 1.777074 2.116143
6.229000e+12 0.00 1.000000 1.585653 1.777943 2.117086
6.227000e+12 0.00 1.000000 1.585740 1.778034 2.117186
6.219000e+12 0.00 1.000000 1.586086 1.778401 2.117584
6.214000e+12 0.00 1.000000 1.586303 1.778630 2.117833
6.208000e+12 0.00 1.000000 1.586563 1.778906 2.118133
6.200000e+12 0.00 1.000000 1.586911 1.779274 2.118532
6.200000e+12 0.00 1.000000 1.586911 1.779274 2.118532
6.183000e+12 0.00 1.000000 1.587652 1.780057 2.119383
6.181000e+12 0.00 1.000000 1.587739 1.780150 2.119483
6.177000e+12 0.00 1.000000 1.587913 1.780334 2.119684
6.107000e+12 0.00 1.000000 1.590989 1.783589 2.123218
6.082000e+12 0.00 1.000000 1.592096 1.784761 2.124491
6.070000e+12 0.00 1.000000 1.592630 1.785325 2.125104
6.068000e+12 0.00 1.000000 1.592719 1.785419 2.125206
6.063000e+12 0.00 1.000000 1.592942 1.785655 2.125462
6.062000e+12 0.00 1.000000 1.592986 1.785702 2.125513
6.053000e+12 0.00 1.000000 1.593388 1.786127 2.125975
6.033000e+12 0.00 1.000000 1.594282 1.787073 2.127002
6.026000e+12 0.00 1.000000 1.594596 1.787405 2.127363
6.024000e+12 0.00 1.000000 1.594685 1.787500 2.127466
5.966000e+12 0.00 1.000000 1.597302 1.790267 2.130471
5.958000e+12 0.00 1.000000 1.597665 1.790651 2.130888
5.925000e+12 0.00 1.000000 1.599168 1.792241 2.132614
5.911000e+12 0.00 1.000000 1.599808 1.792919 2.133349
5.898000e+12 0.00 1.000000 1.600404 1.793549 2.134034
5.894000e+12 0.00 1.000000 1.600588 1.793744 2.134245
5.890000e+12 0.00 1.000000 1.600772 1.793938 2.134456
5.869000e+12 0.00 1.000000 1.601739 1.794961 2.135567
5.867000e+12 0.00 1.000000 1.601831 1.795059 2.135673
5.832000e+12 0.00 1.000000 1.603453 1.796774 2.137535
5.805000e+12 0.00 1.000000 1.604711 1.798105 2.138979
5.787000e+12 0.00 1.000000 1.605553 1.798995 2.139946
5.741000e+12 0.00 1.000000 1.607718 1.801285 2.142431
5.735000e+12 0.00 1.000000 1.608002 1.801585 2.142757
5.720000e+12 0.00 1.000000 1.608713 1.802337 2.143573
5.720000e+12 0.00 1.000000 1.608713 1.802337 2.143573
5.708000e+12 0.00 1.000000 1.609283 1.802940 2.144227
5.704000e+12 0.00 1.000000 1.609473 1.803142 2.144446
5.685000e+12 0.00 1.000000 1.610379 1.804100 2.145486
5.683000e+12 0.00 1.000000 1.610475 1.804201 2.145595
5.681000e+12 0.00 1.000000 1.610571 1.804302 2.145705
5.679000e+12 0.00 1.000000 1.610666 1.804403 2.145815
5.673000e+12 0.00 1.000000 1.610953 1.804707 2.146144
5.650000e+12 0.00 1.000000 1.612057 1.805874 2.147411
5.632000e+12 0.00 1.000000 1.612925 1.806791 2.148406
5.607000e+12 0.00 1.000000 1.614134 1.808070 2.149794
5.569000e+12 0.00 1.000000 1.615984 1.810026 2.151916
5.551000e+12 0.00 1.000000 1.616865 1.810958 2.152927
5.551000e+12 0.00 1.000000 1.616865 1.810958 2.152927
5.540000e+12 0.00 1.000000 1.617405 1.811529 2.153546
5.534000e+12 0.00 1.000000 1.617700 1.811841 2.153885
5.534000e+12 0.00 1.000000 1.617700 1.811841 2.153885
5.524000e+12 0.00 1.000000 1.618192 1.812361 2.154450
5.518000e+12 0.00 1.000000 1.618488 1.812674 2.154789
5.518000e+12 0.00 1.000000 1.618488 1.812674 2.154789
5.516000e+12 0.00 1.000000 1.618587 1.812778 2.154902
5.514000e+12 0.00 1.000000 1.618686 1.812883 2.155015
5.487000e+12 0.00 1.000000 1.620023 1.814296 2.156549
5.476000e+12 0.00 1.000000 1.620569 1.814875 2.157176
5.472000e+12 0.00 1.000000 1.620769 1.815085 2.157404
5.452000e+12 0.00 1.000000 1.621766 1.816140 2.158549
5.448000e+12 0.00 1.000000 1.621967 1.816352 2.158778
5.445000e+12 0.00 1.000000 1.622117 1.816510 2.158950
5.445000e+12 0.00 1.000000 1.622117 1.816510 2.158950
5.425000e+12 0.00 1.000000 1.623120 1.817571 2.160101
5.417000e+12 0.00 1.000000 1.623522 1.817996 2.160562
5.383000e+12 0.00 1.000000 1.625240 1.819812 2.162532
5.371000e+12 0.00 1.000000 1.625849 1.820456 2.163230
5.359000e+12 0.00 1.000000 1.626460 1.821101 2.163930
5.346000e+12 0.00 1.000000 1.627123 1.821802 2.164690
5.346000e+12 0.00 1.000000 1.627123 1.821802 2.164690
5.342000e+12 0.00 1.000000 1.627327 1.822018 2.164924
5.342000e+12 0.00 1.000000 1.627327 1.822018 2.164924
5.340000e+12 0.00 1.000000 1.627429 1.822126 2.165042
5.315000e+12 0.00 1.000000 1.628711 1.823481 2.166511
5.297000e+12 0.00 1.000000 1.629638 1.824461 2.167573
5.294000e+12 0.00 1.000000 1.629793 1.824624 2.167751
5.286000e+12 0.00 1.000000 1.630206 1.825061 2.168224
5.284000e+12 0.00 1.000000 1.630309 1.825170 2.168343
5.234000e+12 0.00 1.000000 1.632909 1.827918 2.171322
5.189000e+12 0.00 1.000000 1.635271 1.830415 2.174029
5.179000e+12 0.00 1.000000 1.635799 1.830973 2.174634
5.158000e+12 0.00 1.000000 1.636912 1.832148 2.175909
5.144000e+12 0.00 1.000000 1.637656 1.832935 2.176761
5.121000e+12 0.00 1.000000 1.638884 1.834232 2.178168
5.115000e+12 0.00 1.000000 1.639205 1.834572 2.178536
5.110000e+12 0.00 1.000000 1.639473 1.834855 2.178843
5.059000e+12 0.00 1.000000 1.642223 1.837761 2.181993
5.044000e+12 0.00 1.000000 1.643038 1.838622 2.182926
5.044000e+12 0.00 1.000000 1.643038 1.838622 2.182926
5.040000e+12 0.00 1.000000 1.643255 1.838852 2.183175
5.028000e+12 0.00 1.000000 1.643910 1.839543 2.183924
5.018000e+12 0.00 1.000000 1.644456 1.840120 2.184550
4.997000e+12 0.00 1.000000 1.645607 1.841336 2.185868
4.995000e+12 0.00 1.000000 1.645717 1.841453 2.185994
4.991000e+12 0.00 1.000000 1.645937 1.841685 2.186246
4.991000e+12 0.00 1.000000 1.645937 1.841685 2.186246
4.989000e+12 0.00 1.000000 1.646047 1.841801 2.186372
4.980000e+12 0.00 1.000000 1.646543 1.842325 2.186940
4.978000e+12 0.00 1.000000 1.646653 1.842442 2.187066
4.978000e+12 0.00 1.000000 1.646653 1.842442 2.187066
4.974000e+12 0.00 1.000000 1.646874 1.842675 2.187319
4.970000e+12 0.00 1.000000 1.647095 1.842909 2.187572
4.953000e+12 0.00 1.000000 1.648037 1.843903 2.188649
4.945000e+12 0.00 1.000000 1.648481 1.844372 2.189158
4.935000e+12 0.00 1.000000 1.649037 1.844960 2.189795
4.926000e+12 0.00 1.000000 1.649539 1.845490 2.190369
4.918000e+12 0.00 1.000000 1.649986 1.845962 2.190881
4.912000e+12 0.00 1.000000 1.650321 1.846317 2.191265
4.906000e+12 0.00 1.000000 1.650657 1.846672 2.191650
4.902000e+12 0.00 1.000000 1.650882 1.846909 2.191906
4.898000e+12 0.00 1.000000 1.651106 1.847146 2.192163
4.856000e+12 0.00 1.000000 1.653476 1.849649 2.194875
4.850000e+12 0.00 1.000000 1.653816 1.850008 2.195265
4.846000e+12 0.00 1.000000 1.654043 1.850248 2.195525
4.835000e+12 0.00 1.000000 1.654669 1.850909 2.196241
4.827000e+12 0.00 1.000000 1.655125 1.851391 2.196762
4.817000e+12 0.00 1.000000 1.655696 1.851994 2.197416
4.798000e+12 0.00 1.000000 1.656784 1.853144 2.198662
4.774000e+12 0.00 1.000000 1.658166 1.854603 2.200243
4.747000e+12 0.00 1.000000 1.659730 1.856254 2.202031
4.747000e+12 0.00 1.000000 1.659730 1.856254 2.202031
4.743000e+12 0.00 1.000000 1.659962 1.856500 2.202297
4.718000e+12 0.00 1.000000 1.661420 1.858039 2.203965
4.703000e+12 0.00 1.000000 1.662298 1.858967 2.204970
4.701000e+12 0.00 1.000000 1.662416 1.859091 2.205104
4.697000e+12 0.00 1.000000 1.662651 1.859339 2.205373
4.695000e+12 0.00 1.000000 1.662768 1.859463 2.205507
4.693000e+12 0.00 1.000000 1.662886 1.859588 2.205642
4.680000e+12 0.00 1.000000 1.663651 1.860396 2.206518
4.678000e+12 0.00 1.000000 1.663769 1.860521 2.206653
4.676000e+12 0.00 1.000000 1.663888 1.860646 2.206788
4.662000e+12 0.00 1.000000 1.664715 1.861520 2.207735
4.658000e+12 0.00 1.000000 1.664952 1.861770 2.208006
4.629000e+12 0.00 1.000000 1.666678 1.863592 2.209979
4.620000e+12 0.00 1.000000 1.667215 1.864160 2.210594
4.612000e+12 0.00 1.000000 1.667694 1.864666 2.211141
4.575000e+12 0.00 1.000000 1.669922 1.867017 2.213688
4.563000e+12 0.00 1.000000 1.670648 1.867784 2.214518
4.548000e+12 0.00 1.000000 1.671559 1.868746 2.215560
4.542000e+12 0.00 1.000000 1.671924 1.869132 2.215977
4.534000e+12 0.00 1.000000 1.672412 1.869647 2.216535
4.525000e+12 0.00 1.000000 1.672962 1.870228 2.217164
4.523000e+12 0.00 1.000000 1.673085 1.870357 2.217304
4.523000e+12 0.00 1.000000 1.673085 1.870357 2.217304
4.517000e+12 0.00 1.000000 1.673452 1.870745 2.217724
4.515000e+12 0.00 1.000000 1.673575 1.870874 2.217864
4.496000e+12 0.00 1.000000 1.674743 1.872107 2.219199
4.494000e+12 0.00 1.000000 1.674866 1.872237 2.219340
4.486000e+12 0.00 1.000000 1.675359 1.872758 2.219904
4.470000e+12 0.00 1.000000 1.676349 1.873803 2.221035
4.470000e+12 0.00 1.000000 1.676349 1.873803 2.221035
4.463000e+12 0.00 1.000000 1.676784 1.874262 2.221531
4.461000e+12 0.00 1.000000 1.676908 1.874393 2.221673
4.459000e+12 0.00 1.000000 1.677032 1.874524 2.221815
4.459000e+12 0.00 1.000000 1.677032 1.874524 2.221815
4.459000e+12 0.00 1.000000 1.677032 1.874524 2.221815
4.441000e+12 0.00 1.000000 1.678153 1.875708 2.223097
4.418000e+12 0.00 1.000000 1.679593 1.877228 2.224742
4.410000e+12 0.00 1.000000 1.680096 1.877759 2.225317
4.408000e+12 0.00 1.000000 1.680222 1.877892 2.225460
4.405000e+12 0.00 1.000000 1.680411 1.878091 2.225676
4.399000e+12 0.00 1.000000 1.680789 1.878490 2.226108
4.391000e+12 0.00 1.000000 1.681294 1.879023 2.226685
4.387000e+12 0.00 1.000000 1.681547 1.879290 2.226974
4.377000e+12 0.00 1.000000 1.682180 1.879959 2.227698
4.370000e+12 0.00 1.000000 1.682625 1.880428 2.228206
4.366000e+12 0.00 1.000000 1.682879 1.880696 2.228496
4.360000e+12 0.00 1.000000 1.683261 1.881099 2.228932
4.335000e+12 0.00 1.000000 1.684858 1.882785 2.230757
4.327000e+12 0.00 1.000000 1.685371 1.883327 2.231343
4.315000e+12 0.00 1.000000 1.686143 1.884141 2.232224
4.310000e+12 0.00 1.000000 1.686465 1.884481 2.232592
4.300000e+12 0.00 1.000000 1.687111 1.885163 2.233330
4.300000e+12 0.00 1.000000 1.687111 1.885163 2.233330
4.300000e+12 0.00 1.000000 1.687111 1.885163 2.233330
4.298000e+12 0.00 1.000000 1.687240 1.885299 2.233477
4.286000e+12 0.00 1.000000 1.688017 1.886119 2.234365
4.275000e+12 0.00 1.000000 1.688732 1.886874 2.235181
4.271000e+12 0.00 1.000000 1.688992 1.887148 2.235478
4.257000e+12 0.00 1.000000 1.689906 1.888112 2.236521
4.251000e+12 0.00 1.000000 1.690298 1.888526 2.236970
4.238000e+12 0.00 1.000000 1.691150 1.889426 2.237943
4.234000e+12 0.00 1.000000 1.691413 1.889703 2.238243
4.232000e+12 0.00 1.000000 1.691545 1.889842 2.238393
4.230000e+12 0.00 1.000000 1.691676 1.889981 2.238543
4.217000e+12 0.00 1.000000 1.692533 1.890885 2.239522
4.203000e+12 0.00 1.000000 1.693459 1.891862 2.240579
4.201000e+12 0.00 1.000000 1.693592 1.892002 2.240730
4.182000e+12 0.00 1.000000 1.694854 1.893335 2.242172
4.178000e+12 0.00 1.000000 1.695121 1.893616 2.242476
4.172000e+12 0.00 1.000000 1.695521 1.894038 2.242933
4.153000e+12 0.00 1.000000 1.696794 1.895381 2.244385
4.149000e+12 0.00 1.000000 1.697062 1.895664 2.244692
4.143000e+12 0.00 1.000000 1.697466 1.896090 2.245153
4.131000e+12 0.00 1.000000 1.698275 1.896943 2.246076
4.122000e+12 0.00 1.000000 1.698883 1.897585 2.246770
4.118000e+12 0.00 1.000000 1.699154 1.897871 2.247079
4.114000e+12 0.00 1.000000 1.699425 1.898157 2.247388
4.110000e+12 0.00 1.000000 1.699696 1.898443 2.247698
4.110000e+12 0.00 1.000000 1.699696 1.898443 2.247698
4.106000e+12 0.00 1.000000 1.699968 1.898730 2.248008
4.104000e+12 0.00 1.000000 1.700104 1.898873 2.248163
4.093000e+12 0.00 1.000000 1.700853 1.899664 2.249018
4.081000e+12 0.00 1.000000 1.701672 1.900528 2.249953
4.077000e+12 0.00 1.000000 1.701946 1.900817 2.250266
4.060000e+12 0.00 1.000000 1.703113 1.902048 2.251597
4.060000e+12 0.00 1.000000 1.703113 1.902048 2.251597
4.056000e+12 0.00 1.000000 1.703388 1.902339 2.251911
4.054000e+12 0.00 1.000000 1.703526 1.902484 2.252068
4.052000e+12 0.00 1.000000 1.703664 1.902629 2.252226
4.040000e+12 0.00 1.000000 1.704492 1.903503 2.253171
4.037000e+12 0.00 1.000000 1.704700 1.903722 2.253408
4.033000e+12 0.00 1.000000 1.704977 1.904015 2.253724
4.031000e+12 0.00 1.000000 1.705115 1.904161 2.253882
4.021000e+12 0.00 1.000000 1.705810 1.904893 2.254674
4.021000e+12 0.00 1.000000 1.705810 1.904893 2.254674
4.015000e+12 0.00 1.000000 1.706227 1.905333 2.255150
4.011000e+12 0.00 1.000000 1.706506 1.905627 2.255468
4.007000e+12 0.00 1.000000 1.706785 1.905922 2.255786
4.000000e+12 0.00 1.000000 1.707273 1.906437 2.256344
3.978000e+12 0.00 1.000000 1.708816 1.908064 2.258103
3.976000e+12 0.00 1.000000 1.708957 1.908213 2.258264
3.969000e+12 0.00 1.000000 1.709450 1.908733 2.258826
3.967000e+12 0.00 1.000000 1.709591 1.908882 2.258987
3.967000e+12 0.00 1.000000 1.709591 1.908882 2.258987
3.959000e+12 0.00 1.000000 1.710155 1.909477 2.259631
3.940000e+12 0.00 1.000000 1.711502 1.910898 2.261167
3.928000e+12 0.00 1.000000 1.712356 1.911798 2.262141
3.920000e+12 0.00 1.000000 1.712927 1.912401 2.262792
3.914000e+12 0.00 1.000000 1.713356 1.912853 2.263281
3.907000e+12 0.00 1.000000 1.713857 1.913382 2.263853
3.899000e+12 0.00 1.000000 1.714432 1.913988 2.264508
3.895000e+12 0.00 1.000000 1.714719 1.914291 2.264835
3.893000e+12 0.00 1.000000 1.714863 1.914443 2.265000
3.887000e+12 0.00 1.000000 1.715295 1.914899 2.265492
3.876000e+12 0.00 1.000000 1.716090 1.915736 2.266398
3.874000e+12 0.00 1.000000 1.716235 1.915889 2.266563
3.870000e+12 0.00 1.000000 1.716524 1.916195 2.266893
3.856000e+12 0.00 1.000000 1.717540 1.917266 2.268052
3.854000e+12 0.00 1.000000 1.717686 1.917420 2.268218
3.854000e+12 0.00 1.000000 1.717686 1.917420 2.268218
3.835000e+12 0.00 1.000000 1.719072 1.918882 2.269798
3.831000e+12 0.00 1.000000 1.719365 1.919190 2.270132
3.829000e+12 0.00 1.000000 1.719511 1.919345 2.270299
3.822000e+12 0.00 1.000000 1.720025 1.919886 2.270884
3.822000e+12 0.00 1.000000 1.720025 1.919886 2.270884
3.810000e+12 0.00 1.000000 1.720908 1.920817 2.271890
3.800000e+12 0.00 1.000000 1.721645 1.921595 2.272731
3.789000e+12 0.00 1.000000 1.722459 1.922454 2.273659
3.789000e+12 0.00 1.000000 1.722459 1.922454 2.273659
