# M[M_sun/h] sigma(M,0) sigma(0.5M,0) z D(z) D(z_f,peak) c_vir_sim c_vir_eps c_vir_eps2
1.778000e+12 1.941283 2.152621 0.000 1.000000 0.584377 10.280766 12.318285 10.255350
1.778000e+12 1.941283 2.152621 0.000 1.000000 0.584377 10.280766 12.318285 10.255350
1.776000e+12 1.941618 2.152972 0.000 1.000000 0.584348 10.281926 12.319929 10.256514
1.776000e+12 1.941618 2.152972 0.000 1.000000 0.584348 10.281926 12.319929 10.256514
1.774000e+12 1.941953 2.153324 0.000 1.000000 0.584319 10.283085 12.321564 10.257682
1.774000e+12 1.941953 2.153324 0.000 1.000000 0.584319 10.283085 12.321564 10.257682
1.774000e+12 1.941953 2.153324 0.000 1.000000 0.584319 10.283085 12.321564 10.257682
1.774000e+12 1.941953 2.153324 0.000 1.000000 0.584319 10.283085 12.321564 10.257682
1.774000e+12 1.941953 2.153324 0.000 1.000000 0.584319 10.283085 12.321564 10.257682
1.768000e+12 1.942961 2.154382 0.000 1.000000 0.584232 10.286575 12.326495 10.261190
1.768000e+12 1.942961 2.154382 0.000 1.000000 0.584232 10.286575 12.326495 10.261190
1.768000e+12 1.942961 2.154382 0.000 1.000000 0.584232 10.286575 12.326495 10.261190
1.768000e+12 1.942961 2.154382 0.000 1.000000 0.584232 10.286575 12.326495 10.261190
1.765000e+12 1.943467 2.154912 0.000 1.000000 0.584188 10.288327 12.328980 10.262956
1.765000e+12 1.943467 2.154912 0.000 1.000000 0.584188 10.288327 12.328980 10.262956
1.765000e+12 1.943467 2.154912 0.000 1.000000 0.584188 10.288327 12.328980 10.262956
1.763000e+12 1.943804 2.155266 0.000 1.000000 0.584159 10.289493 12.330626 10.264127
1.763000e+12 1.943804 2.155266 0.000 1.000000 0.584159 10.289493 12.330626 10.264127
1.763000e+12 1.943804 2.155266 0.000 1.000000 0.584159 10.289493 12.330626 10.264127
1.761000e+12 1.944142 2.155621 0.000 1.000000 0.584130 10.290663 12.332277 10.265303
1.761000e+12 1.944142 2.155621 0.000 1.000000 0.584130 10.290663 12.332277 10.265303
1.761000e+12 1.944142 2.155621 0.000 1.000000 0.584130 10.290663 12.332277 10.265303
1.759000e+12 1.944480 2.155976 0.000 1.000000 0.584100 10.291833 12.333928 10.266479
1.759000e+12 1.944480 2.155976 0.000 1.000000 0.584100 10.291833 12.333928 10.266479
1.759000e+12 1.944480 2.155976 0.000 1.000000 0.584100 10.291833 12.333928 10.266479
1.759000e+12 1.944480 2.155976 0.000 1.000000 0.584100 10.291833 12.333928 10.266479
1.757000e+12 1.944819 2.156331 0.000 1.000000 0.584071 10.293007 12.335594 10.267662
1.757000e+12 1.944819 2.156331 0.000 1.000000 0.584071 10.293007 12.335594 10.267662
1.753000e+12 1.945498 2.157044 0.000 1.000000 0.584012 10.295357 12.338911 10.270029
1.753000e+12 1.945498 2.157044 0.000 1.000000 0.584012 10.295357 12.338911 10.270029
1.753000e+12 1.945498 2.157044 0.000 1.000000 0.584012 10.295357 12.338911 10.270029
1.753000e+12 1.945498 2.157044 0.000 1.000000 0.584012 10.295357 12.338911 10.270029
1.751000e+12 1.945838 2.157400 0.000 1.000000 0.583983 10.296534 12.340582 10.271212
1.751000e+12 1.945838 2.157400 0.000 1.000000 0.583983 10.296534 12.340582 10.271212
1.751000e+12 1.945838 2.157400 0.000 1.000000 0.583983 10.296534 12.340582 10.271212
1.749000e+12 1.946178 2.157757 0.000 1.000000 0.583954 10.297710 12.342243 10.272391
1.749000e+12 1.946178 2.157757 0.000 1.000000 0.583954 10.297710 12.342243 10.272391
1.747000e+12 1.946519 2.158115 0.000 1.000000 0.583924 10.298891 12.343910 10.273582
1.747000e+12 1.946519 2.158115 0.000 1.000000 0.583924 10.298891 12.343910 10.273582
1.745000e+12 1.946860 2.158473 0.000 1.000000 0.583895 10.300071 12.345577 10.274765
1.743000e+12 1.947202 2.158832 0.000 1.000000 0.583865 10.301255 12.347249 10.275960
1.741000e+12 1.947544 2.159190 0.000 1.000000 0.583836 10.302438 12.348929 10.277147
1.739000e+12 1.947886 2.159550 0.000 1.000000 0.583806 10.303621 12.350593 10.278338
1.739000e+12 1.947886 2.159550 0.000 1.000000 0.583806 10.303621 12.350593 10.278338
1.739000e+12 1.947886 2.159550 0.000 1.000000 0.583806 10.303621 12.350593 10.278338
1.737000e+12 1.948229 2.159910 0.000 1.000000 0.583776 10.304808 12.352270 10.279533
1.737000e+12 1.948229 2.159910 0.000 1.000000 0.583776 10.304808 12.352270 10.279533
1.737000e+12 1.948229 2.159910 0.000 1.000000 0.583776 10.304808 12.352270 10.279533
1.730000e+12 1.949433 2.161172 0.000 1.000000 0.583673 10.308975 12.358171 10.283725
1.730000e+12 1.949433 2.161172 0.000 1.000000 0.583673 10.308975 12.358171 10.283725
1.728000e+12 1.949778 2.161534 0.000 1.000000 0.583643 10.310169 12.359859 10.284924
1.728000e+12 1.949778 2.161534 0.000 1.000000 0.583643 10.310169 12.359859 10.284924
1.728000e+12 1.949778 2.161534 0.000 1.000000 0.583643 10.310169 12.359859 10.284924
1.720000e+12 1.951161 2.162986 0.000 1.000000 0.583524 10.314953 12.366615 10.289736
1.718000e+12 1.951508 2.163350 0.000 1.000000 0.583494 10.316154 12.368313 10.290942
1.718000e+12 1.951508 2.163350 0.000 1.000000 0.583494 10.316154 12.368313 10.290942
1.714000e+12 1.952204 2.164079 0.000 1.000000 0.583434 10.318563 12.371728 10.293366
1.710000e+12 1.952901 2.164811 0.000 1.000000 0.583374 10.320974 12.375131 10.295793
1.708000e+12 1.953250 2.165177 0.000 1.000000 0.583344 10.322181 12.376839 10.297003
1.708000e+12 1.953250 2.165177 0.000 1.000000 0.583344 10.322181 12.376839 10.297003
1.706000e+12 1.953599 2.165544 0.000 1.000000 0.583314 10.323387 12.378539 10.298216
1.704000e+12 1.953949 2.165911 0.000 1.000000 0.583284 10.324598 12.380252 10.299433
1.704000e+12 1.953949 2.165911 0.000 1.000000 0.583284 10.324598 12.380252 10.299433
1.701000e+12 1.954475 2.166463 0.000 1.000000 0.583238 10.326418 12.382823 10.301263
1.701000e+12 1.954475 2.166463 0.000 1.000000 0.583238 10.326418 12.382823 10.301263
1.699000e+12 1.954826 2.166831 0.000 1.000000 0.583208 10.327632 12.384542 10.302484
1.697000e+12 1.955178 2.167200 0.000 1.000000 0.583178 10.328850 12.386266 10.303709
1.697000e+12 1.955178 2.167200 0.000 1.000000 0.583178 10.328850 12.386266 10.303709
1.695000e+12 1.955530 2.167569 0.000 1.000000 0.583148 10.330067 12.387990 10.304934
1.695000e+12 1.955530 2.167569 0.000 1.000000 0.583148 10.330067 12.387990 10.304934
1.693000e+12 1.955882 2.167939 0.000 1.000000 0.583118 10.331284 12.389705 10.306155
1.691000e+12 1.956235 2.168309 0.000 1.000000 0.583087 10.332505 12.391434 10.307384
1.691000e+12 1.956235 2.168309 0.000 1.000000 0.583087 10.332505 12.391434 10.307384
1.689000e+12 1.956589 2.168680 0.000 1.000000 0.583057 10.333730 12.393168 10.308617
1.689000e+12 1.956589 2.168680 0.000 1.000000 0.583057 10.333730 12.393168 10.308617
1.689000e+12 1.956589 2.168680 0.000 1.000000 0.583057 10.333730 12.393168 10.308617
1.689000e+12 1.956589 2.168680 0.000 1.000000 0.583057 10.333730 12.393168 10.308617
1.687000e+12 1.956943 2.169051 0.000 1.000000 0.583027 10.334955 12.394902 10.309849
1.687000e+12 1.956943 2.169051 0.000 1.000000 0.583027 10.334955 12.394902 10.309849
1.685000e+12 1.957297 2.169423 0.000 1.000000 0.582996 10.336178 12.396628 10.311078
1.685000e+12 1.957297 2.169423 0.000 1.000000 0.582996 10.336178 12.396628 10.311078
1.685000e+12 1.957297 2.169423 0.000 1.000000 0.582996 10.336178 12.396628 10.311078
1.685000e+12 1.957297 2.169423 0.000 1.000000 0.582996 10.336178 12.396628 10.311078
1.685000e+12 1.957297 2.169423 0.000 1.000000 0.582996 10.336178 12.396628 10.311078
1.683000e+12 1.957652 2.169795 0.000 1.000000 0.582966 10.337406 12.398367 10.312314
1.683000e+12 1.957652 2.169795 0.000 1.000000 0.582966 10.337406 12.398367 10.312314
1.681000e+12 1.958007 2.170167 0.000 1.000000 0.582935 10.338634 12.400107 10.313547
1.681000e+12 1.958007 2.170167 0.000 1.000000 0.582935 10.338634 12.400107 10.313547
1.679000e+12 1.958362 2.170541 0.000 1.000000 0.582905 10.339861 12.401828 10.314775
1.677000e+12 1.958718 2.170914 0.000 1.000000 0.582874 10.341091 12.403573 10.316015
1.677000e+12 1.958718 2.170914 0.000 1.000000 0.582874 10.341091 12.403573 10.316015
1.675000e+12 1.959075 2.171288 0.000 1.000000 0.582844 10.342327 12.405323 10.317255
1.675000e+12 1.959075 2.171288 0.000 1.000000 0.582844 10.342327 12.405323 10.317255
1.672000e+12 1.959611 2.171850 0.000 1.000000 0.582798 10.344180 12.407946 10.319123
1.672000e+12 1.959611 2.171850 0.000 1.000000 0.582798 10.344180 12.407946 10.319123
1.672000e+12 1.959611 2.171850 0.000 1.000000 0.582798 10.344180 12.407946 10.319123
1.672000e+12 1.959611 2.171850 0.000 1.000000 0.582798 10.344180 12.407946 10.319123
1.668000e+12 1.960326 2.172601 0.000 1.000000 0.582736 10.346651 12.411433 10.321603
1.668000e+12 1.960326 2.172601 0.000 1.000000 0.582736 10.346651 12.411433 10.321603
1.668000e+12 1.960326 2.172601 0.000 1.000000 0.582736 10.346651 12.411433 10.321603
1.666000e+12 1.960685 2.172977 0.000 1.000000 0.582706 10.347893 12.413193 10.322851
1.666000e+12 1.960685 2.172977 0.000 1.000000 0.582706 10.347893 12.413193 10.322851
1.666000e+12 1.960685 2.172977 0.000 1.000000 0.582706 10.347893 12.413193 10.322851
1.666000e+12 1.960685 2.172977 0.000 1.000000 0.582706 10.347893 12.413193 10.322851
1.660000e+12 1.961764 2.174108 0.000 1.000000 0.582613 10.351624 12.418475 10.326605
1.660000e+12 1.961764 2.174108 0.000 1.000000 0.582613 10.351624 12.418475 10.326605
1.660000e+12 1.961764 2.174108 0.000 1.000000 0.582613 10.351624 12.418475 10.326605
1.660000e+12 1.961764 2.174108 0.000 1.000000 0.582613 10.351624 12.418475 10.326605
1.658000e+12 1.962124 2.174487 0.000 1.000000 0.582582 10.352868 12.420223 10.327853
1.658000e+12 1.962124 2.174487 0.000 1.000000 0.582582 10.352868 12.420223 10.327853
1.656000e+12 1.962485 2.174865 0.000 1.000000 0.582552 10.354116 12.421994 10.329108
1.656000e+12 1.962485 2.174865 0.000 1.000000 0.582552 10.354116 12.421994 10.329108
1.656000e+12 1.962485 2.174865 0.000 1.000000 0.582552 10.354116 12.421994 10.329108
1.656000e+12 1.962485 2.174865 0.000 1.000000 0.582552 10.354116 12.421994 10.329108
1.654000e+12 1.962846 2.175244 0.000 1.000000 0.582521 10.355364 12.423755 10.330359
1.650000e+12 1.963571 2.176004 0.000 1.000000 0.582459 10.357871 12.427303 10.332885
1.650000e+12 1.963571 2.176004 0.000 1.000000 0.582459 10.357871 12.427303 10.332885
1.650000e+12 1.963571 2.176004 0.000 1.000000 0.582459 10.357871 12.427303 10.332885
1.648000e+12 1.963933 2.176384 0.000 1.000000 0.582428 10.359121 12.429070 10.334136
1.646000e+12 1.964297 2.176765 0.000 1.000000 0.582397 10.360380 12.430857 10.335407
1.644000e+12 1.964660 2.177147 0.000 1.000000 0.582366 10.361634 12.432620 10.336662
1.641000e+12 1.965207 2.177720 0.000 1.000000 0.582319 10.363525 12.435300 10.338567
1.641000e+12 1.965207 2.177720 0.000 1.000000 0.582319 10.363525 12.435300 10.338567
1.639000e+12 1.965572 2.178103 0.000 1.000000 0.582288 10.364787 12.437082 10.339834
1.637000e+12 1.965937 2.178486 0.000 1.000000 0.582257 10.366048 12.438865 10.341100
1.637000e+12 1.965937 2.178486 0.000 1.000000 0.582257 10.366048 12.438865 10.341100
1.635000e+12 1.966303 2.178870 0.000 1.000000 0.582225 10.367313 12.440653 10.342371
1.635000e+12 1.966303 2.178870 0.000 1.000000 0.582225 10.367313 12.440653 10.342371
1.633000e+12 1.966670 2.179254 0.000 1.000000 0.582194 10.368582 12.442454 10.343649
1.633000e+12 1.966670 2.179254 0.000 1.000000 0.582194 10.368582 12.442454 10.343649
1.631000e+12 1.967036 2.179639 0.000 1.000000 0.582163 10.369846 12.444233 10.344915
1.629000e+12 1.967404 2.180024 0.000 1.000000 0.582131 10.371118 12.446040 10.346197
1.629000e+12 1.967404 2.180024 0.000 1.000000 0.582131 10.371118 12.446040 10.346197
1.629000e+12 1.967404 2.180024 0.000 1.000000 0.582131 10.371118 12.446040 10.346197
1.627000e+12 1.967772 2.180410 0.000 1.000000 0.582100 10.372390 12.447838 10.347475
1.625000e+12 1.968140 2.180796 0.000 1.000000 0.582069 10.373662 12.449636 10.348753
1.623000e+12 1.968509 2.181183 0.000 1.000000 0.582037 10.374937 12.451440 10.350034
1.623000e+12 1.968509 2.181183 0.000 1.000000 0.582037 10.374937 12.451440 10.350034
1.623000e+12 1.968509 2.181183 0.000 1.000000 0.582037 10.374937 12.451440 10.350034
1.621000e+12 1.968878 2.181570 0.000 1.000000 0.582006 10.376212 12.453243 10.351312
1.621000e+12 1.968878 2.181570 0.000 1.000000 0.582006 10.376212 12.453243 10.351312
1.617000e+12 1.969618 2.182347 0.000 1.000000 0.581943 10.378768 12.456851 10.353883
1.617000e+12 1.969618 2.182347 0.000 1.000000 0.581943 10.378768 12.456851 10.353883
1.617000e+12 1.969618 2.182347 0.000 1.000000 0.581943 10.378768 12.456851 10.353883
1.615000e+12 1.969989 2.182735 0.000 1.000000 0.581911 10.380051 12.458674 10.355172
1.615000e+12 1.969989 2.182735 0.000 1.000000 0.581911 10.380051 12.458674 10.355172
1.615000e+12 1.969989 2.182735 0.000 1.000000 0.581911 10.380051 12.458674 10.355172
1.615000e+12 1.969989 2.182735 0.000 1.000000 0.581911 10.380051 12.458674 10.355172
1.613000e+12 1.970360 2.183125 0.000 1.000000 0.581880 10.381332 12.460478 10.356457
1.611000e+12 1.970732 2.183515 0.000 1.000000 0.581848 10.382618 12.462297 10.357751
1.608000e+12 1.971290 2.184100 0.000 1.000000 0.581800 10.384545 12.465025 10.359686
1.608000e+12 1.971290 2.184100 0.000 1.000000 0.581800 10.384545 12.465025 10.359686
1.608000e+12 1.971290 2.184100 0.000 1.000000 0.581800 10.384545 12.465025 10.359686
1.608000e+12 1.971290 2.184100 0.000 1.000000 0.581800 10.384545 12.465025 10.359686
1.606000e+12 1.971663 2.184491 0.000 1.000000 0.581769 10.385834 12.466849 10.360983
1.606000e+12 1.971663 2.184491 0.000 1.000000 0.581769 10.385834 12.466849 10.360983
1.604000e+12 1.972037 2.184883 0.000 1.000000 0.581737 10.387126 12.468679 10.362284
1.602000e+12 1.972411 2.185275 0.000 1.000000 0.581705 10.388418 12.470508 10.363580
1.602000e+12 1.972411 2.185275 0.000 1.000000 0.581705 10.388418 12.470508 10.363580
1.600000e+12 1.972785 2.185668 0.000 1.000000 0.581673 10.389710 12.472328 10.364877
1.598000e+12 1.973160 2.186061 0.000 1.000000 0.581641 10.391005 12.474163 10.366181
1.598000e+12 1.973160 2.186061 0.000 1.000000 0.581641 10.391005 12.474163 10.366181
1.596000e+12 1.973536 2.186455 0.000 1.000000 0.581609 10.392305 12.476002 10.367486
1.594000e+12 1.973912 2.186849 0.000 1.000000 0.581578 10.393603 12.477842 10.368794
1.592000e+12 1.974288 2.187244 0.000 1.000000 0.581546 10.394901 12.479672 10.370094
1.590000e+12 1.974665 2.187639 0.000 1.000000 0.581514 10.396204 12.481517 10.371402
1.588000e+12 1.975043 2.188035 0.000 1.000000 0.581481 10.397510 12.483367 10.372718
1.588000e+12 1.975043 2.188035 0.000 1.000000 0.581481 10.397510 12.483367 10.372718
1.586000e+12 1.975421 2.188432 0.000 1.000000 0.581449 10.398815 12.485208 10.374030
1.586000e+12 1.975421 2.188432 0.000 1.000000 0.581449 10.398815 12.485208 10.374030
1.586000e+12 1.975421 2.188432 0.000 1.000000 0.581449 10.398815 12.485208 10.374030
1.586000e+12 1.975421 2.188432 0.000 1.000000 0.581449 10.398815 12.485208 10.374030
1.586000e+12 1.975421 2.188432 0.000 1.000000 0.581449 10.398815 12.485208 10.374030
1.584000e+12 1.975799 2.188829 0.000 1.000000 0.581417 10.400120 12.487049 10.375338
1.584000e+12 1.975799 2.188829 0.000 1.000000 0.581417 10.400120 12.487049 10.375338
1.581000e+12 1.976368 2.189425 0.000 1.000000 0.581369 10.402086 12.489835 10.377315
1.581000e+12 1.976368 2.189425 0.000 1.000000 0.581369 10.402086 12.489835 10.377315
1.580000e+12 1.976558 2.189624 0.000 1.000000 0.581353 10.402742 12.490765 10.377973
1.580000e+12 1.976558 2.189624 0.000 1.000000 0.581353 10.402742 12.490765 10.377973
1.580000e+12 1.976558 2.189624 0.000 1.000000 0.581353 10.402742 12.490765 10.377973
1.577000e+12 1.977128 2.190222 0.000 1.000000 0.581305 10.404710 12.493546 10.379950
1.577000e+12 1.977128 2.190222 0.000 1.000000 0.581305 10.404710 12.493546 10.379950
1.577000e+12 1.977128 2.190222 0.000 1.000000 0.581305 10.404710 12.493546 10.379950
1.575000e+12 1.977509 2.190621 0.000 1.000000 0.581272 10.406026 12.495412 10.381270
1.575000e+12 1.977509 2.190621 0.000 1.000000 0.581272 10.406026 12.495412 10.381270
1.573000e+12 1.977890 2.191021 0.000 1.000000 0.581240 10.407341 12.497269 10.382593
1.573000e+12 1.977890 2.191021 0.000 1.000000 0.581240 10.407341 12.497269 10.382593
1.573000e+12 1.977890 2.191021 0.000 1.000000 0.581240 10.407341 12.497269 10.382593
1.571000e+12 1.978272 2.191422 0.000 1.000000 0.581208 10.408660 12.499130 10.383916
1.571000e+12 1.978272 2.191422 0.000 1.000000 0.581208 10.408660 12.499130 10.383916
1.571000e+12 1.978272 2.191422 0.000 1.000000 0.581208 10.408660 12.499130 10.383916
1.571000e+12 1.978272 2.191422 0.000 1.000000 0.581208 10.408660 12.499130 10.383916
1.567000e+12 1.979037 2.192224 0.000 1.000000 0.581143 10.411302 12.502868 10.386570
1.565000e+12 1.979421 2.192626 0.000 1.000000 0.581110 10.412628 12.504749 10.387900
1.565000e+12 1.979421 2.192626 0.000 1.000000 0.581110 10.412628 12.504749 10.387900
1.565000e+12 1.979421 2.192626 0.000 1.000000 0.581110 10.412628 12.504749 10.387900
1.561000e+12 1.980189 2.193432 0.000 1.000000 0.581045 10.415279 12.508493 10.390562
1.561000e+12 1.980189 2.193432 0.000 1.000000 0.581045 10.415279 12.508493 10.390562
1.561000e+12 1.980189 2.193432 0.000 1.000000 0.581045 10.415279 12.508493 10.390562
1.559000e+12 1.980574 2.193836 0.000 1.000000 0.581013 10.416608 12.510371 10.391896
1.559000e+12 1.980574 2.193836 0.000 1.000000 0.581013 10.416608 12.510371 10.391896
1.555000e+12 1.981346 2.194645 0.000 1.000000 0.580947 10.419274 12.514145 10.394577
1.555000e+12 1.981346 2.194645 0.000 1.000000 0.580947 10.419274 12.514145 10.394577
1.555000e+12 1.981346 2.194645 0.000 1.000000 0.580947 10.419274 12.514145 10.394577
1.553000e+12 1.981733 2.195050 0.000 1.000000 0.580915 10.420611 12.516042 10.395919
1.553000e+12 1.981733 2.195050 0.000 1.000000 0.580915 10.420611 12.516042 10.395919
1.553000e+12 1.981733 2.195050 0.000 1.000000 0.580915 10.420611 12.516042 10.395919
1.553000e+12 1.981733 2.195050 0.000 1.000000 0.580915 10.420611 12.516042 10.395919
1.550000e+12 1.982314 2.195659 0.000 1.000000 0.580866 10.422617 12.518880 10.397934
1.550000e+12 1.982314 2.195659 0.000 1.000000 0.580866 10.422617 12.518880 10.397934
1.550000e+12 1.982314 2.195659 0.000 1.000000 0.580866 10.422617 12.518880 10.397934
1.548000e+12 1.982701 2.196066 0.000 1.000000 0.580833 10.423951 12.520759 10.399272
1.548000e+12 1.982701 2.196066 0.000 1.000000 0.580833 10.423951 12.520759 10.399272
1.548000e+12 1.982701 2.196066 0.000 1.000000 0.580833 10.423951 12.520759 10.399272
1.546000e+12 1.983090 2.196473 0.000 1.000000 0.580800 10.425295 12.522666 10.400625
1.544000e+12 1.983479 2.196881 0.000 1.000000 0.580767 10.426637 12.524564 10.401971
1.544000e+12 1.983479 2.196881 0.000 1.000000 0.580767 10.426637 12.524564 10.401971
1.542000e+12 1.983869 2.197290 0.000 1.000000 0.580734 10.427984 12.526467 10.403324
1.542000e+12 1.983869 2.197290 0.000 1.000000 0.580734 10.427984 12.526467 10.403324
1.540000e+12 1.984259 2.197699 0.000 1.000000 0.580701 10.429330 12.528371 10.404678
1.540000e+12 1.984259 2.197699 0.000 1.000000 0.580701 10.429330 12.528371 10.404678
1.540000e+12 1.984259 2.197699 0.000 1.000000 0.580701 10.429330 12.528371 10.404678
1.540000e+12 1.984259 2.197699 0.000 1.000000 0.580701 10.429330 12.528371 10.404678
1.538000e+12 1.984649 2.198108 0.000 1.000000 0.580668 10.430675 12.530274 10.406027
1.534000e+12 1.985432 2.198929 0.000 1.000000 0.580602 10.433378 12.534096 10.408737
1.534000e+12 1.985432 2.198929 0.000 1.000000 0.580602 10.433378 12.534096 10.408737
1.534000e+12 1.985432 2.198929 0.000 1.000000 0.580602 10.433378 12.534096 10.408737
1.534000e+12 1.985432 2.198929 0.000 1.000000 0.580602 10.433378 12.534096 10.408737
1.532000e+12 1.985825 2.199341 0.000 1.000000 0.580569 10.434735 12.536015 10.410102
1.532000e+12 1.985825 2.199341 0.000 1.000000 0.580569 10.434735 12.536015 10.410102
1.532000e+12 1.985825 2.199341 0.000 1.000000 0.580569 10.434735 12.536015 10.410102
1.528000e+12 1.986611 2.200165 0.000 1.000000 0.580503 10.437447 12.539853 10.412828
1.526000e+12 1.987005 2.200578 0.000 1.000000 0.580470 10.438807 12.541777 10.414192
1.526000e+12 1.987005 2.200578 0.000 1.000000 0.580470 10.438807 12.541777 10.414192
