# M[M_sun/h] sigma(M,0) sigma(0.5M,0) z D(z) D(z_f,peak) c_vir_sim c_vir_eps c_vir_eps2
5.034000e+12 1.643576 1.839189 0.000 1.000000 0.612805 9.237952 10.848616 9.200165
5.030000e+12 1.643794 1.839420 0.000 1.000000 0.612782 9.238725 10.849697 9.200950
5.022000e+12 1.644231 1.839881 0.000 1.000000 0.612736 9.240275 10.851878 9.202528
5.015000e+12 1.644614 1.840286 0.000 1.000000 0.612695 9.241634 10.853782 9.203912
5.011000e+12 1.644833 1.840517 0.000 1.000000 0.612672 9.242410 10.854875 9.204701
5.005000e+12 1.645162 1.840864 0.000 1.000000 0.612638 9.243577 10.856517 9.205887
4.976000e+12 1.646758 1.842550 0.000 1.000000 0.612470 9.249236 10.864463 9.211645
4.974000e+12 1.646868 1.842667 0.000 1.000000 0.612458 9.249626 10.865005 9.212041
4.964000e+12 1.647421 1.843251 0.000 1.000000 0.612400 9.251587 10.867759 9.214036
4.958000e+12 1.647753 1.843602 0.000 1.000000 0.612365 9.252763 10.869409 9.215230
4.955000e+12 1.647919 1.843778 0.000 1.000000 0.612348 9.253351 10.870231 9.215829
4.947000e+12 1.648363 1.844247 0.000 1.000000 0.612301 9.254925 10.872441 9.217431
4.939000e+12 1.648808 1.844717 0.000 1.000000 0.612255 9.256503 10.874657 9.219037
4.922000e+12 1.649756 1.845718 0.000 1.000000 0.612155 9.259864 10.879379 9.222455
4.918000e+12 1.649979 1.845954 0.000 1.000000 0.612132 9.260653 10.880485 9.223257
4.914000e+12 1.650203 1.846190 0.000 1.000000 0.612108 9.261448 10.881605 9.224066
4.914000e+12 1.650203 1.846190 0.000 1.000000 0.612108 9.261448 10.881605 9.224066
4.912000e+12 1.650315 1.846309 0.000 1.000000 0.612096 9.261845 10.882157 9.224467
4.906000e+12 1.650651 1.846664 0.000 1.000000 0.612061 9.263035 10.883829 9.225680
4.902000e+12 1.650875 1.846901 0.000 1.000000 0.612038 9.263829 10.884941 9.226485
4.893000e+12 1.651381 1.847435 0.000 1.000000 0.611985 9.265623 10.887463 9.228310
4.873000e+12 1.652508 1.848625 0.000 1.000000 0.611867 9.269617 10.893074 9.232375
4.869000e+12 1.652734 1.848864 0.000 1.000000 0.611843 9.270418 10.894197 9.233188
4.864000e+12 1.653016 1.849162 0.000 1.000000 0.611813 9.271416 10.895599 9.234203
4.858000e+12 1.653356 1.849521 0.000 1.000000 0.611778 9.272622 10.897292 9.235429
4.846000e+12 1.654037 1.850240 0.000 1.000000 0.611707 9.275035 10.900683 9.237884
4.846000e+12 1.654037 1.850240 0.000 1.000000 0.611707 9.275035 10.900683 9.237884
4.846000e+12 1.654037 1.850240 0.000 1.000000 0.611707 9.275035 10.900683 9.237884
4.846000e+12 1.654037 1.850240 0.000 1.000000 0.611707 9.275035 10.900683 9.237884
4.815000e+12 1.655804 1.852107 0.000 1.000000 0.611522 9.281295 10.909470 9.244251
4.815000e+12 1.655804 1.852107 0.000 1.000000 0.611522 9.281295 10.909470 9.244251
4.805000e+12 1.656376 1.852712 0.000 1.000000 0.611462 9.283321 10.912310 9.246309
4.798000e+12 1.656778 1.853136 0.000 1.000000 0.611420 9.284745 10.914314 9.247757
4.778000e+12 1.657929 1.854351 0.000 1.000000 0.611300 9.288822 10.920045 9.251903
4.776000e+12 1.658044 1.854473 0.000 1.000000 0.611288 9.289229 10.920613 9.252316
4.776000e+12 1.658044 1.854473 0.000 1.000000 0.611288 9.289229 10.920613 9.252316
4.771000e+12 1.658333 1.854778 0.000 1.000000 0.611258 9.290253 10.922052 9.253359
4.759000e+12 1.659027 1.855511 0.000 1.000000 0.611186 9.292711 10.925504 9.255858
4.749000e+12 1.659607 1.856124 0.000 1.000000 0.611125 9.294765 10.928386 9.257945
4.734000e+12 1.660480 1.857045 0.000 1.000000 0.611034 9.297857 10.932736 9.261090
4.726000e+12 1.660946 1.857538 0.000 1.000000 0.610986 9.299507 10.935047 9.262768
4.726000e+12 1.660946 1.857538 0.000 1.000000 0.610986 9.299507 10.935047 9.262768
4.705000e+12 1.662175 1.858835 0.000 1.000000 0.610858 9.303859 10.941166 9.267192
4.695000e+12 1.662762 1.859455 0.000 1.000000 0.610797 9.305937 10.944085 9.269303
4.678000e+12 1.663763 1.860513 0.000 1.000000 0.610693 9.309480 10.949056 9.272905
4.676000e+12 1.663881 1.860637 0.000 1.000000 0.610681 9.309898 10.949647 9.273330
4.654000e+12 1.665183 1.862012 0.000 1.000000 0.610546 9.314506 10.956121 9.278015
4.647000e+12 1.665599 1.862452 0.000 1.000000 0.610502 9.315979 10.958184 9.279511
4.627000e+12 1.666791 1.863710 0.000 1.000000 0.610379 9.320199 10.964116 9.283804
4.608000e+12 1.667928 1.864911 0.000 1.000000 0.610261 9.324222 10.969766 9.287891
4.585000e+12 1.669311 1.866371 0.000 1.000000 0.610118 9.329116 10.976644 9.292863
4.565000e+12 1.670520 1.867648 0.000 1.000000 0.609993 9.333393 10.982651 9.297212
4.563000e+12 1.670642 1.867776 0.000 1.000000 0.609980 9.333826 10.983263 9.297655
4.559000e+12 1.670884 1.868032 0.000 1.000000 0.609955 9.334681 10.984462 9.298521
4.544000e+12 1.671796 1.868995 0.000 1.000000 0.609861 9.337908 10.988995 9.301802
4.540000e+12 1.672040 1.869252 0.000 1.000000 0.609836 9.338772 10.990212 9.302679
4.534000e+12 1.672406 1.869639 0.000 1.000000 0.609798 9.340066 10.992027 9.303996
4.528000e+12 1.672772 1.870026 0.000 1.000000 0.609760 9.341360 10.993842 9.305310
4.521000e+12 1.673201 1.870478 0.000 1.000000 0.609716 9.342879 10.995981 9.306853
4.521000e+12 1.673201 1.870478 0.000 1.000000 0.609716 9.342879 10.995981 9.306853
4.482000e+12 1.675600 1.873011 0.000 1.000000 0.609468 9.351363 11.007902 9.315476
4.459000e+12 1.677026 1.874516 0.000 1.000000 0.609322 9.356406 11.014991 9.320599
4.445000e+12 1.677897 1.875436 0.000 1.000000 0.609232 9.359485 11.019315 9.323726
4.418000e+12 1.679587 1.877220 0.000 1.000000 0.609058 9.365461 11.027712 9.329801
4.412000e+12 1.679964 1.877618 0.000 1.000000 0.609020 9.366793 11.029585 9.331155
4.410000e+12 1.680089 1.877750 0.000 1.000000 0.609007 9.367234 11.030206 9.331600
4.405000e+12 1.680404 1.878083 0.000 1.000000 0.608974 9.368348 11.031767 9.332734
4.379000e+12 1.682047 1.879817 0.000 1.000000 0.608806 9.374156 11.039932 9.338635
4.368000e+12 1.682745 1.880554 0.000 1.000000 0.608734 9.376623 11.043397 9.341139
4.364000e+12 1.683000 1.880822 0.000 1.000000 0.608708 9.377525 11.044673 9.342059
4.352000e+12 1.683764 1.881629 0.000 1.000000 0.608630 9.380224 11.048463 9.344798
4.339000e+12 1.684595 1.882506 0.000 1.000000 0.608545 9.383161 11.052592 9.347782
4.333000e+12 1.684980 1.882912 0.000 1.000000 0.608505 9.384522 11.054507 9.349167
4.306000e+12 1.686717 1.884745 0.000 1.000000 0.608328 9.390660 11.063136 9.355401
4.298000e+12 1.687234 1.885291 0.000 1.000000 0.608275 9.392486 11.065701 9.357258
4.281000e+12 1.688335 1.886454 0.000 1.000000 0.608162 9.396375 11.071161 9.361204
4.277000e+12 1.688595 1.886728 0.000 1.000000 0.608136 9.397293 11.072455 9.362140
4.275000e+12 1.688725 1.886865 0.000 1.000000 0.608122 9.397752 11.073102 9.362605
4.271000e+12 1.688986 1.887140 0.000 1.000000 0.608096 9.398675 11.074401 9.363545
4.257000e+12 1.689899 1.888104 0.000 1.000000 0.608003 9.401900 11.078932 9.366819
4.234000e+12 1.691406 1.889695 0.000 1.000000 0.607849 9.407221 11.086409 9.372220
4.232000e+12 1.691538 1.889833 0.000 1.000000 0.607835 9.407688 11.087075 9.372696
4.230000e+12 1.691669 1.889972 0.000 1.000000 0.607822 9.408150 11.087719 9.373165
4.226000e+12 1.691933 1.890250 0.000 1.000000 0.607795 9.409083 11.089035 9.374113
4.222000e+12 1.692196 1.890528 0.000 1.000000 0.607768 9.410011 11.090337 9.375054
4.213000e+12 1.692791 1.891155 0.000 1.000000 0.607708 9.412114 11.093298 9.377192
4.199000e+12 1.693718 1.892134 0.000 1.000000 0.607614 9.415387 11.097894 9.380518
4.193000e+12 1.694116 1.892554 0.000 1.000000 0.607573 9.416792 11.099869 9.381943
4.193000e+12 1.694116 1.892554 0.000 1.000000 0.607573 9.416792 11.099869 9.381943
4.188000e+12 1.694448 1.892905 0.000 1.000000 0.607539 9.417964 11.101512 9.383130
4.188000e+12 1.694448 1.892905 0.000 1.000000 0.607539 9.417964 11.101512 9.383130
4.174000e+12 1.695381 1.893889 0.000 1.000000 0.607444 9.421258 11.106148 9.386475
4.164000e+12 1.696050 1.894594 0.000 1.000000 0.607376 9.423620 11.109476 9.388876
4.159000e+12 1.696384 1.894948 0.000 1.000000 0.607342 9.424798 11.111121 9.390070
4.153000e+12 1.696787 1.895372 0.000 1.000000 0.607302 9.426221 11.113131 9.391518
4.149000e+12 1.697056 1.895656 0.000 1.000000 0.607274 9.427172 11.114465 9.392483
4.131000e+12 1.698268 1.896935 0.000 1.000000 0.607151 9.431449 11.120479 9.396825
4.129000e+12 1.698403 1.897077 0.000 1.000000 0.607138 9.431926 11.121153 9.397309
4.126000e+12 1.698606 1.897291 0.000 1.000000 0.607117 9.432642 11.122162 9.398038
4.124000e+12 1.698741 1.897434 0.000 1.000000 0.607103 9.433119 11.122827 9.398523
4.118000e+12 1.699147 1.897862 0.000 1.000000 0.607062 9.434551 11.124845 9.399975
4.114000e+12 1.699418 1.898148 0.000 1.000000 0.607035 9.435508 11.126189 9.400947
4.108000e+12 1.699825 1.898578 0.000 1.000000 0.606993 9.436944 11.128205 9.402404
4.079000e+12 1.701803 1.900664 0.000 1.000000 0.606793 9.443925 11.138027 9.409495
4.069000e+12 1.702488 1.901387 0.000 1.000000 0.606724 9.446341 11.141424 9.411947
4.060000e+12 1.703106 1.902040 0.000 1.000000 0.606661 9.448521 11.144483 9.414158
4.050000e+12 1.703795 1.902766 0.000 1.000000 0.606592 9.450952 11.147908 9.416626
4.048000e+12 1.703933 1.902912 0.000 1.000000 0.606578 9.451439 11.148590 9.417122
4.040000e+12 1.704486 1.903495 0.000 1.000000 0.606522 9.453390 11.151336 9.419102
4.037000e+12 1.704693 1.903714 0.000 1.000000 0.606501 9.454120 11.152358 9.419841
4.033000e+12 1.704970 1.904006 0.000 1.000000 0.606473 9.455097 11.153734 9.420833
4.025000e+12 1.705525 1.904591 0.000 1.000000 0.606417 9.457055 11.156492 9.422821
4.015000e+12 1.706220 1.905325 0.000 1.000000 0.606347 9.459506 11.159933 9.425309
4.007000e+12 1.706778 1.905913 0.000 1.000000 0.606291 9.461475 11.162706 9.427308
3.994000e+12 1.707686 1.906871 0.000 1.000000 0.606199 9.464676 11.167209 9.430555
3.988000e+12 1.708107 1.907315 0.000 1.000000 0.606157 9.466162 11.169298 9.432066
3.986000e+12 1.708247 1.907463 0.000 1.000000 0.606143 9.466655 11.169990 9.432566
3.984000e+12 1.708387 1.907611 0.000 1.000000 0.606128 9.467148 11.170682 9.433066
3.976000e+12 1.708950 1.908204 0.000 1.000000 0.606072 9.469135 11.173482 9.435082
3.969000e+12 1.709443 1.908724 0.000 1.000000 0.606022 9.470873 11.175927 9.436848
3.957000e+12 1.710290 1.909618 0.000 1.000000 0.605937 9.473859 11.180124 9.439879
3.953000e+12 1.710573 1.909916 0.000 1.000000 0.605908 9.474857 11.181531 9.440891
3.951000e+12 1.710715 1.910066 0.000 1.000000 0.605894 9.475358 11.182234 9.441402
3.940000e+12 1.711495 1.910889 0.000 1.000000 0.605816 9.478108 11.186100 9.444192
3.932000e+12 1.712064 1.911489 0.000 1.000000 0.605759 9.480114 11.188923 9.446228
3.924000e+12 1.712634 1.912091 0.000 1.000000 0.605701 9.482123 11.191744 9.448263
3.905000e+12 1.713994 1.913525 0.000 1.000000 0.605565 9.486917 11.198491 9.453131
3.897000e+12 1.714569 1.914131 0.000 1.000000 0.605507 9.488945 11.201346 9.455190
3.885000e+12 1.715433 1.915042 0.000 1.000000 0.605420 9.491989 11.205632 9.458278
3.880000e+12 1.715794 1.915423 0.000 1.000000 0.605384 9.493262 11.207420 9.459571
3.872000e+12 1.716372 1.916033 0.000 1.000000 0.605326 9.495298 11.210283 9.461634
3.872000e+12 1.716372 1.916033 0.000 1.000000 0.605326 9.495298 11.210283 9.461634
3.866000e+12 1.716807 1.916492 0.000 1.000000 0.605283 9.496831 11.212438 9.463193
3.856000e+12 1.717533 1.917258 0.000 1.000000 0.605210 9.499389 11.216034 9.465788
3.827000e+12 1.719651 1.919491 0.000 1.000000 0.604998 9.506852 11.226539 9.473361
3.814000e+12 1.720606 1.920498 0.000 1.000000 0.604903 9.510217 11.231274 9.476774
3.808000e+12 1.721048 1.920964 0.000 1.000000 0.604859 9.511774 11.233465 9.478353
3.802000e+12 1.721491 1.921431 0.000 1.000000 0.604814 9.513335 11.235662 9.479939
3.792000e+12 1.722230 1.922210 0.000 1.000000 0.604741 9.515937 11.239327 9.482577
3.787000e+12 1.722601 1.922601 0.000 1.000000 0.604704 9.517245 11.241168 9.483906
3.769000e+12 1.723939 1.924012 0.000 1.000000 0.604570 9.521957 11.247798 9.488683
3.767000e+12 1.724088 1.924170 0.000 1.000000 0.604555 9.522482 11.248530 9.489218
3.765000e+12 1.724237 1.924327 0.000 1.000000 0.604540 9.523006 11.249269 9.489746
3.765000e+12 1.724237 1.924327 0.000 1.000000 0.604540 9.523006 11.249269 9.489746
3.754000e+12 1.725060 1.925194 0.000 1.000000 0.604459 9.525905 11.253354 9.492693
3.742000e+12 1.725960 1.926143 0.000 1.000000 0.604369 9.529075 11.257814 9.495906
3.734000e+12 1.726561 1.926777 0.000 1.000000 0.604309 9.531190 11.260789 9.498052
3.725000e+12 1.727240 1.927493 0.000 1.000000 0.604242 9.533581 11.264153 9.500476
3.717000e+12 1.727845 1.928130 0.000 1.000000 0.604181 9.535712 11.267158 9.502638
3.713000e+12 1.728147 1.928449 0.000 1.000000 0.604151 9.536774 11.268650 9.503713
3.705000e+12 1.728754 1.929089 0.000 1.000000 0.604091 9.538911 11.271657 9.505882
3.701000e+12 1.729058 1.929410 0.000 1.000000 0.604061 9.539982 11.273159 9.506969
3.696000e+12 1.729438 1.929811 0.000 1.000000 0.604023 9.541319 11.275039 9.508325
3.690000e+12 1.729895 1.930293 0.000 1.000000 0.603978 9.542927 11.277302 9.509956
3.690000e+12 1.729895 1.930293 0.000 1.000000 0.603978 9.542927 11.277302 9.509956
3.686000e+12 1.730201 1.930614 0.000 1.000000 0.603947 9.544005 11.278831 9.511050
3.686000e+12 1.730201 1.930614 0.000 1.000000 0.603947 9.544005 11.278831 9.511050
3.686000e+12 1.730201 1.930614 0.000 1.000000 0.603947 9.544005 11.278831 9.511050
3.684000e+12 1.730353 1.930775 0.000 1.000000 0.603932 9.544539 11.279578 9.511590
3.680000e+12 1.730659 1.931098 0.000 1.000000 0.603902 9.545617 11.281091 9.512684
3.678000e+12 1.730812 1.931259 0.000 1.000000 0.603887 9.546155 11.281851 9.513228
3.667000e+12 1.731656 1.932148 0.000 1.000000 0.603803 9.549127 11.286038 9.516246
3.665000e+12 1.731809 1.932310 0.000 1.000000 0.603788 9.549665 11.286791 9.516789
3.663000e+12 1.731963 1.932472 0.000 1.000000 0.603773 9.550207 11.287556 9.517341
3.647000e+12 1.733196 1.933772 0.000 1.000000 0.603650 9.554547 11.293663 9.521739
3.647000e+12 1.733196 1.933772 0.000 1.000000 0.603650 9.554547 11.293663 9.521739
3.645000e+12 1.733351 1.933935 0.000 1.000000 0.603635 9.555093 11.294434 9.522294
3.637000e+12 1.733970 1.934587 0.000 1.000000 0.603574 9.557271 11.297504 9.524503
3.630000e+12 1.734513 1.935160 0.000 1.000000 0.603520 9.559182 11.300189 9.526442
3.612000e+12 1.735914 1.936637 0.000 1.000000 0.603382 9.564111 11.307127 9.531440
3.606000e+12 1.736383 1.937131 0.000 1.000000 0.603335 9.565762 11.309453 9.533117
3.601000e+12 1.736774 1.937543 0.000 1.000000 0.603297 9.567137 11.311391 9.534509
3.591000e+12 1.737558 1.938370 0.000 1.000000 0.603219 9.569895 11.315269 9.537305
3.587000e+12 1.737872 1.938701 0.000 1.000000 0.603188 9.570999 11.316824 9.538423
3.583000e+12 1.738187 1.939033 0.000 1.000000 0.603157 9.572107 11.318384 9.539549
3.577000e+12 1.738659 1.939531 0.000 1.000000 0.603110 9.573766 11.320718 9.541230
3.570000e+12 1.739212 1.940114 0.000 1.000000 0.603056 9.575712 11.323455 9.543201
3.566000e+12 1.739528 1.940447 0.000 1.000000 0.603025 9.576823 11.325020 9.544328
3.564000e+12 1.739686 1.940614 0.000 1.000000 0.603009 9.577378 11.325799 9.544891
3.545000e+12 1.741195 1.942205 0.000 1.000000 0.602860 9.582686 11.333267 9.550271
3.545000e+12 1.741195 1.942205 0.000 1.000000 0.602860 9.582686 11.333267 9.550271
3.543000e+12 1.741355 1.942373 0.000 1.000000 0.602844 9.583249 11.334064 9.550846
3.539000e+12 1.741674 1.942709 0.000 1.000000 0.602813 9.584371 11.335645 9.551984
3.539000e+12 1.741674 1.942709 0.000 1.000000 0.602813 9.584371 11.335645 9.551984
3.533000e+12 1.742153 1.943214 0.000 1.000000 0.602766 9.586055 11.338016 9.553689
3.533000e+12 1.742153 1.943214 0.000 1.000000 0.602766 9.586055 11.338016 9.553689
3.533000e+12 1.742153 1.943214 0.000 1.000000 0.602766 9.586055 11.338016 9.553689
3.531000e+12 1.742313 1.943382 0.000 1.000000 0.602750 9.586618 11.338813 9.554260
3.529000e+12 1.742473 1.943551 0.000 1.000000 0.602734 9.587181 11.339602 9.554831
3.512000e+12 1.743837 1.944989 0.000 1.000000 0.602600 9.591977 11.346352 9.559692
3.484000e+12 1.746099 1.947373 0.000 1.000000 0.602378 9.599929 11.357548 9.567752
3.467000e+12 1.747482 1.948830 0.000 1.000000 0.602242 9.604790 11.364398 9.572679
3.465000e+12 1.747645 1.949002 0.000 1.000000 0.602226 9.605363 11.365203 9.573258
3.455000e+12 1.748463 1.949864 0.000 1.000000 0.602146 9.608239 11.369251 9.576175
3.450000e+12 1.748873 1.950296 0.000 1.000000 0.602106 9.609680 11.371281 9.577638
3.444000e+12 1.749365 1.950815 0.000 1.000000 0.602058 9.611408 11.373712 9.579386
3.444000e+12 1.749365 1.950815 0.000 1.000000 0.602058 9.611408 11.373712 9.579386
3.442000e+12 1.749530 1.950988 0.000 1.000000 0.602041 9.611989 11.374535 9.579977
3.434000e+12 1.750188 1.951682 0.000 1.000000 0.601977 9.614301 11.377787 9.582320
3.432000e+12 1.750353 1.951856 0.000 1.000000 0.601961 9.614881 11.378602 9.582906
3.423000e+12 1.751096 1.952639 0.000 1.000000 0.601888 9.617491 11.382278 9.585554
3.419000e+12 1.751427 1.952988 0.000 1.000000 0.601856 9.618654 11.383915 9.586731
3.415000e+12 1.751759 1.953337 0.000 1.000000 0.601823 9.619821 11.385564 9.587916
3.411000e+12 1.752091 1.953687 0.000 1.000000 0.601791 9.620988 11.387206 9.589097
3.399000e+12 1.753089 1.954739 0.000 1.000000 0.601693 9.624494 11.392141 9.592652
3.397000e+12 1.753256 1.954914 0.000 1.000000 0.601677 9.625082 11.392975 9.593247
3.395000e+12 1.753422 1.955090 0.000 1.000000 0.601661 9.625664 11.393787 9.593834
3.386000e+12 1.754175 1.955882 0.000 1.000000 0.601587 9.628310 11.397524 9.596520
3.384000e+12 1.754342 1.956059 0.000 1.000000 0.601571 9.628896 11.398342 9.597111
3.376000e+12 1.755013 1.956766 0.000 1.000000 0.601505 9.631254 11.401662 9.599501
3.370000e+12 1.755517 1.957297 0.000 1.000000 0.601456 9.633024 11.404156 9.601296
3.366000e+12 1.755854 1.957652 0.000 1.000000 0.601423 9.634208 11.405823 9.602497
3.366000e+12 1.755854 1.957652 0.000 1.000000 0.601423 9.634208 11.405823 9.602497
3.364000e+12 1.756022 1.957829 0.000 1.000000 0.601407 9.634798 11.406655 9.603091
3.351000e+12 1.757120 1.958986 0.000 1.000000 0.601300 9.638654 11.412085 9.606999
3.341000e+12 1.757968 1.959879 0.000 1.000000 0.601217 9.641633 11.416284 9.610018
3.335000e+12 1.758478 1.960416 0.000 1.000000 0.601167 9.643424 11.418809 9.611833
3.335000e+12 1.758478 1.960416 0.000 1.000000 0.601167 9.643424 11.418809 9.611833
3.333000e+12 1.758648 1.960595 0.000 1.000000 0.601151 9.644021 11.419650 9.612439
3.330000e+12 1.758903 1.960865 0.000 1.000000 0.601126 9.644916 11.420901 9.613343
3.326000e+12 1.759244 1.961224 0.000 1.000000 0.601093 9.646113 11.422590 9.614555
3.312000e+12 1.760441 1.962485 0.000 1.000000 0.600976 9.650316 11.428511 9.618815
3.308000e+12 1.760784 1.962846 0.000 1.000000 0.600943 9.651520 11.430210 9.620035
3.293000e+12 1.762075 1.964206 0.000 1.000000 0.600817 9.656054 11.436595 9.624630
3.293000e+12 1.762075 1.964206 0.000 1.000000 0.600817 9.656054 11.436595 9.624630
3.293000e+12 1.762075 1.964206 0.000 1.000000 0.600817 9.656054 11.436595 9.624630
3.287000e+12 1.762593 1.964751 0.000 1.000000 0.600767 9.657872 11.439162 9.626473
3.285000e+12 1.762766 1.964934 0.000 1.000000 0.600750 9.658480 11.440012 9.627087
3.279000e+12 1.763285 1.965481 0.000 1.000000 0.600700 9.660301 11.442576 9.628933
3.275000e+12 1.763632 1.965846 0.000 1.000000 0.600666 9.661520 11.444297 9.630165
3.270000e+12 1.764066 1.966303 0.000 1.000000 0.600624 9.663043 11.446444 9.631710
3.270000e+12 1.764066 1.966303 0.000 1.000000 0.600624 9.663043 11.446444 9.631710
3.268000e+12 1.764239 1.966486 0.000 1.000000 0.600607 9.663649 11.447294 9.632321
3.266000e+12 1.764413 1.966670 0.000 1.000000 0.600590 9.664260 11.448148 9.632939
3.266000e+12 1.764413 1.966670 0.000 1.000000 0.600590 9.664260 11.448148 9.632939
3.266000e+12 1.764413 1.966670 0.000 1.000000 0.600590 9.664260 11.448148 9.632939
3.260000e+12 1.764936 1.967220 0.000 1.000000 0.600540 9.666096 11.450742 9.634800
3.256000e+12 1.765285 1.967588 0.000 1.000000 0.600506 9.667321 11.452465 9.636044
3.252000e+12 1.765634 1.967956 0.000 1.000000 0.600472 9.668546 11.454187 9.637280
3.250000e+12 1.765809 1.968140 0.000 1.000000 0.600455 9.669160 11.455055 9.637906
3.242000e+12 1.766510 1.968878 0.000 1.000000 0.600387 9.671621 11.458524 9.640397
3.233000e+12 1.767300 1.969711 0.000 1.000000 0.600311 9.674392 11.462423 9.643202
3.231000e+12 1.767476 1.969896 0.000 1.000000 0.600294 9.675010 11.463297 9.643828
3.227000e+12 1.767829 1.970267 0.000 1.000000 0.600259 9.676250 11.465048 9.645087
3.223000e+12 1.768181 1.970639 0.000 1.000000 0.600225 9.677484 11.466779 9.646335
3.213000e+12 1.769065 1.971570 0.000 1.000000 0.600140 9.680586 11.471150 9.649476
3.208000e+12 1.769509 1.972037 0.000 1.000000 0.600097 9.682145 11.473350 9.651056
3.204000e+12 1.769864 1.972411 0.000 1.000000 0.600063 9.683390 11.475104 9.652319
3.202000e+12 1.770041 1.972598 0.000 1.000000 0.600045 9.684010 11.475975 9.652945
3.194000e+12 1.770753 1.973348 0.000 1.000000 0.599977 9.686508 11.479493 9.655476
3.188000e+12 1.771289 1.973912 0.000 1.000000 0.599925 9.688389 11.482147 9.657381
3.186000e+12 1.771467 1.974100 0.000 1.000000 0.599908 9.689013 11.483023 9.658011
3.178000e+12 1.772183 1.974854 0.000 1.000000 0.599839 9.691525 11.486563 9.660557
3.178000e+12 1.772183 1.974854 0.000 1.000000 0.599839 9.691525 11.486563 9.660557
3.171000e+12 1.772811 1.975515 0.000 1.000000 0.599778 9.693728 11.489670 9.662786
3.161000e+12 1.773711 1.976463 0.000 1.000000 0.599691 9.696885 11.494117 9.665985
3.157000e+12 1.774072 1.976843 0.000 1.000000 0.599657 9.698151 11.495902 9.667268
3.149000e+12 1.774795 1.977604 0.000 1.000000 0.599587 9.700687 11.499479 9.669834
3.147000e+12 1.774976 1.977795 0.000 1.000000 0.599569 9.701322 11.500370 9.670476
3.147000e+12 1.774976 1.977795 0.000 1.000000 0.599569 9.701322 11.500370 9.670476
3.142000e+12 1.775429 1.978272 0.000 1.000000 0.599526 9.702910 11.502610 9.672084
3.142000e+12 1.775429 1.978272 0.000 1.000000 0.599526 9.702910 11.502610 9.672084
3.128000e+12 1.776702 1.979613 0.000 1.000000 0.599403 9.707374 11.508897 9.676605
3.128000e+12 1.776702 1.979613 0.000 1.000000 0.599403 9.707374 11.508897 9.676605
3.126000e+12 1.776884 1.979805 0.000 1.000000 0.599386 9.708012 11.509794 9.677250
3.118000e+12 1.777615 1.980574 0.000 1.000000 0.599315 9.710575 11.513412 9.679847
3.118000e+12 1.777615 1.980574 0.000 1.000000 0.599315 9.710575 11.513412 9.679847
3.113000e+12 1.778073 1.981056 0.000 1.000000 0.599271 9.712181 11.515678 9.681474
3.103000e+12 1.778990 1.982023 0.000 1.000000 0.599183 9.715395 11.520198 9.684725
3.095000e+12 1.779727 1.982799 0.000 1.000000 0.599112 9.717980 11.523839 9.687341
3.093000e+12 1.779911 1.982993 0.000 1.000000 0.599095 9.718624 11.524747 9.687994
3.093000e+12 1.779911 1.982993 0.000 1.000000 0.599095 9.718624 11.524747 9.687994
3.091000e+12 1.780096 1.983187 0.000 1.000000 0.599077 9.719273 11.525667 9.688652
3.091000e+12 1.780096 1.983187 0.000 1.000000 0.599077 9.719273 11.525667 9.688652
3.091000e+12 1.780096 1.983187 0.000 1.000000 0.599077 9.719273 11.525667 9.688652
3.087000e+12 1.780466 1.983576 0.000 1.000000 0.599041 9.720571 11.527500 9.689966
3.085000e+12 1.780651 1.983771 0.000 1.000000 0.599024 9.721219 11.528412 9.690623
3.074000e+12 1.781670 1.984845 0.000 1.000000 0.598926 9.724790 11.533438 9.694237
3.072000e+12 1.781856 1.985041 0.000 1.000000 0.598908 9.725442 11.534356 9.694898
3.060000e+12 1.782974 1.986217 0.000 1.000000 0.598801 9.729361 11.539888 9.698864
3.060000e+12 1.782974 1.986217 0.000 1.000000 0.598801 9.729361 11.539888 9.698864
3.053000e+12 1.783628 1.986906 0.000 1.000000 0.598738 9.731653 11.543116 9.701186
3.051000e+12 1.783815 1.987103 0.000 1.000000 0.598720 9.732308 11.544038 9.701848
3.049000e+12 1.784002 1.987301 0.000 1.000000 0.598702 9.732963 11.544953 9.702509
3.039000e+12 1.784941 1.988289 0.000 1.000000 0.598613 9.736254 11.549597 9.705841
3.037000e+12 1.785129 1.988487 0.000 1.000000 0.598595 9.736913 11.550525 9.706509
3.035000e+12 1.785317 1.988685 0.000 1.000000 0.598577 9.737571 11.551453 9.707174
3.035000e+12 1.785317 1.988685 0.000 1.000000 0.598577 9.737571 11.551453 9.707174
3.035000e+12 1.785317 1.988685 0.000 1.000000 0.598577 9.737571 11.551453 9.707174
3.027000e+12 1.786072 1.989480 0.000 1.000000 0.598504 9.740217 11.555181 9.709853
3.022000e+12 1.786544 1.989977 0.000 1.000000 0.598459 9.741870 11.557512 9.711527
3.020000e+12 1.786734 1.990176 0.000 1.000000 0.598441 9.742537 11.558458 9.712204
3.020000e+12 1.786734 1.990176 0.000 1.000000 0.598441 9.742537 11.558458 9.712204
3.016000e+12 1.787113 1.990575 0.000 1.000000 0.598405 9.743865 11.560330 9.713545
3.006000e+12 1.788062 1.991575 0.000 1.000000 0.598314 9.747189 11.565010 9.716909
3.004000e+12 1.788253 1.991776 0.000 1.000000 0.598296 9.747859 11.565954 9.717589
